Type de bien,Localisation,Salles de bains,Superficie,Prix,Chambres
Appartement,Tunis,2,137,379000.0,3.0
Appartement,Ariana,2,147,540000.0,3.0
Villa,Tunis,2,550,970000.0,8.0
Appartement,Tunis,1,110,255000.0,1.0
Appartement,Tunis,2,131,486000.0,3.0
Appartement,Tunis,1,63,340000.0,1.0
Appartement,Tunis,3,236,1100000.0,2.0
Appartement,Tunis,2,198,710000.0,2.0
Appartement,Tunis,2,260,1500000.0,4.0
Appartement,Tunis,2,108,205000.0,1.0
Maison,Sousse,2,148,250000.0,3.0
Appartement,Tunis,1,417,800000.0,3.0
Appartement,Tunis,1,250,200000.0,1.0
Villa,Ben Arous,0,0,189616.0,0.0
Appartement,Tunis,1,58,90000.0,1.0
Appartement,Tunis,3,208,800000.0,4.0
Villa,Nabeul,3,1495,905000.0,4.0
Appartement,Sfax,1,100,150.0,3.0
Appartement,Ben Arous,3,133,550000.0,3.0
Maison,Bizerte,2,103,165000.0,4.0
Appartement,Tunis,0,132,205000.0,1.0
Villa,Sfax,2,833,550000.0,5.0
Villa,Ariana,2,220,530000.0,4.0
Appartement,Mahdia,1,73,380000.0,1.0
Appartement,Mahdia,2,116.84,450000.0,2.0
Villa,Bizerte,2,206,470000.0,3.0
Appartement,Ariana,2,120,330000.0,3.0
Appartement,Tunis,1,100,270000.0,1.0
Villa,Tunis,4,654,1800000.0,4.0
Villa,Tunis,3,400,1350000.0,5.0
Villa,Ariana,2,240,950000.0,3.0
Appartement,Bizerte,4,6711,2200000.0,5.0
Appartement,Ben Arous,1,90,142000.0,2.0
Appartement,Tunis,1,136,500000.0,3.0
Appartement,Sousse,1,477,260.0,4.0
Appartement,Sousse,1,58,190000.0,1.0
Maison,Nabeul,1,245,270000.0,3.0
Appartement,Sousse,1,102,330000.0,2.0
Appartement,Nabeul,0,110,395000.0,2.0
Appartement,Nabeul,0,62,235600.0,1.0
Appartement,Nabeul,0,65,235000.0,1.0
Appartement,Nabeul,1,104,362999.0,2.0
Appartement,Nabeul,0,115,411000.0,2.0
Appartement,Nabeul,0,107,410000.0,2.0
Appartement,Nabeul,4,391,1300000.0,10.0
Appartement,Nabeul,2,163,490000.0,3.0
Appartement,Sousse,1,69,239000.0,2.0
Maison,Nabeul,2,743,660000.0,4.0
Appartement,Ben Arous,1,75,164999.0,0.0
Appartement,Nabeul,1,500,700000.0,4.0
Appartement,Sousse,2,410,650000.0,5.0
Appartement,Tunis,1,77,430000.0,1.0
Appartement,Nabeul,1,165,190000.0,3.0
Appartement,Jendouba,1,300,600000.0,4.0
Appartement,Nabeul,1,160,230000.0,2.0
Appartement,Ariana,1,190,450000.0,2.0
Appartement,Nabeul,1,90,165000.0,2.0
Maison,Ariana,3,400,280000.0,7.0
Appartement,Nabeul,1,109,361499.5,2.0
Appartement,Nabeul,1,60,260000.0,1.0
Appartement,Ariana,0,68,201000.0,1.0
Appartement,La Manouba,0,500,435000.0,4.0
Maison,Ariana,0,324,350000.0,3.0
Appartement,Tunis,0,65,107250.0,1.0
Appartement,Ariana,0,156,295000.0,3.0
Appartement,Ariana,0,187,400000.0,3.0
Appartement,Ben Arous,1,100,270000.0,3.0
Appartement,Ben Arous,2,150,355000.0,3.0
Maison,Sousse,2,202,350000.0,3.0
Villa,Sousse,3,532,570000.0,6.0
Appartement,Sousse,0,117,800000.0,1.0
Appartement,Tunis,1,82,220000.0,1.0
Villa,Tunis,4,463,1550000.0,5.0
Villa,Bizerte,1,300,11.0,5.0
Appartement,Tunis,2,275,990000.0,4.0
Appartement,Ariana,1,90,260000.0,2.0
Appartement,Tunis,1,128,395000.0,2.0
Appartement,Tunis,1,75,160000.0,2.0
Maison,Tunis,3,102,430000.0,6.0
Appartement,Nabeul,1,70,259000.0,4.0
Appartement,Tunis,1,80,111111.0,1.0
Appartement,Tunis,1,43,250000.0,1.0
Villa,Sfax,1,220,600000.0,4.0
Appartement,Tunis,2,127,525000.0,3.0
Maison,Monastir,2,304,200000.0,4.0
Appartement,Ben Arous,1,200,490000.0,3.0
Appartement,Ben Arous,1,147,379000.0,4.0
Appartement,Tunis,2,213,940000.0,2.0
Appartement,Tunis,2,110,150000.0,4.0
Appartement,Tunis,2,162,825000.0,3.0
Appartement,Nabeul,2,120,480000.0,3.0
Villa,Nabeul,4,318,1000000.0,4.0
Appartement,Nabeul,2,138,360000.0,2.0
Appartement,Tunis,2,160,440000.0,3.0
Appartement,Ariana,1,67,195000.0,1.0
Villa,Tunis,4,520,980000.0,6.0
Appartement,Ariana,1,111,330000.0,2.0
Appartement,Tunis,1,86,320000.0,2.0
Appartement,Ariana,2,160,730000.0,4.0
Appartement,Tunis,1,118,297000.0,2.0
Appartement,Tunis,1,67,236000.0,0.0
Appartement,Bizerte,2,104,174999.0,4.0
Appartement,Ben Arous,1,85,135000.0,2.0
Maison,Tunis,1,172,190.0,3.0
Maison,Ben Arous,1,90,98000.0,3.0
Appartement,Ariana,2,110,450000.0,3.0
Appartement,Tunis,2,130,390000.0,2.0
Villa,Tunis,0,1033,1350000.0,5.0
Appartement,Tunis,0,90,480000.0,2.0
Villa,Ariana,1,620,360000.0,4.0
Appartement,Tunis,2,150,390000.0,3.0
Villa,Nabeul,4,520,650000.0,5.0
Appartement,Ariana,3,154,480000.0,3.0
Villa,Nabeul,4,1250,12.0,5.0
Appartement,Ariana,1,114,440000.0,2.0
Appartement,La Manouba,0,500,650000.0,0.0
Appartement,Ben Arous,1,50,95000.0,1.0
Villa,Bizerte,0,270,350000.0,3.0
Appartement,Ben Arous,1,102,290000.0,2.0
Appartement,Bizerte,1,123,190000.0,2.0
Appartement,Bizerte,1,100,170000.0,2.0
Appartement,Tunis,1,70,245000.0,1.0
Villa,Ariana,6,380,1200000.0,5.0
Villa,Bizerte,2,252,449996.0,1.0
Appartement,Ariana,1,104,155000.0,3.0
Appartement,Tunis,2,179,465000.0,2.0
Maison,Ariana,2,85,175000.0,4.0
Appartement,Nabeul,3,345,960000.0,4.0
Appartement,Tunis,1,118,290000.0,2.0
Maison,Tunis,1,220,220000.0,4.0
Appartement,Tunis,1,174.43,355000.0,3.0
Appartement,Tunis,1,120,289998.0,0.0
Villa,Ben Arous,2,135,240000.0,9.0
Villa,Ben Arous,2,245,400000.0,8.0
Villa,Ben Arous,3,300,540000.0,7.0
Maison,Ben Arous,2,90,155000.0,7.0
Villa,Ben Arous,1,187,230000.0,3.0
Villa,Ben Arous,1,300,280000.0,5.0
Appartement,Tunis,0,12,26000.0,1.0
Appartement,Ben Arous,2,150,350000.0,4.0
Villa,Ben Arous,3,400,650000.0,7.0
Appartement,Tunis,2,75,75000.0,3.0
Appartement,Ben Arous,1,80,110000.0,3.0
Villa,Ariana,3,530,450000.0,6.0
Maison,Tunis,2,100,210000.0,8.0
Maison,Ben Arous,2,135,240000.0,8.0
Villa,Ben Arous,1,187,235000.0,5.0
Villa,Tunis,4,317,849500.0,6.0
Appartement,Tunis,2,120,270000.0,5.0
Villa,Tunis,4,662,950000.0,6.0
Villa,Ariana,5,260,980000.0,4.0
Appartement,Ben Arous,1,115,135000.0,4.0
Villa,Ariana,3,1000,790000.0,6.0
Appartement,Ariana,1,75,130000.0,2.0
Villa,Ben Arous,2,467,660000.0,4.0
Appartement,Ariana,3,170,500000.0,5.0
Appartement,Ariana,2,143,395000.0,2.0
Appartement,Ben Arous,0,80,250000000.0,1.0
Maison,Tunis,2,280,210000.0,8.0
Villa,Ariana,1,350,420000.0,4.0
Appartement,Gabès,1,80,50.0,3.0
Appartement,Tunis,1,75,100000.0,2.0
Appartement,Ariana,1,40,165000.0,1.0
Appartement,Ariana,02,115,290000.0,3.0
Appartement,Ariana,2,210,449500.0,4.0
Appartement,Ariana,3,332,790000.0,3.0
Appartement,Sfax,1,61,235000.0,1.0
Appartement,Sfax,0,95,800000.0,1.0
Appartement,Sfax,1,61,235000.0,1.0
Maison,Sfax,1,371,350000.0,3.0
Appartement,Ben Arous,2,255,170000.0,8.0
Appartement,Tunis,2,127,400.0,3.0
Appartement,Sousse,2,120,390000.0,3.0
Villa,Ben Arous,2,12000,880000.0,4.0
Appartement,Ben Arous,1,67,189616.0,0.0
Villa,Ben Arous,6,600,980000.0,9.0
Appartement,Sousse,1,115,438000.0,2.0
Appartement,Sousse,3,159,462000.0,3.0
Appartement,Sousse,6,300,1400000.0,12.0
Appartement,Sousse,0,178,700000.0,1.0
Appartement,Ben Arous,0,50,28000.0,1.0
Appartement,Sousse,1,62.14,260000.0,1.0
Appartement,Sousse,1,83,465000.0,1.0
Appartement,Sousse,1,101,395000.0,2.0
Appartement,Sousse,2,94.16,599000.0,2.0
Villa,Ariana,1,354.07,980000.0,4.0
Appartement,Sousse,1,118.45,282000.0,2.0
Appartement,Sousse,1,139.86,359600.0,3.0
Appartement,Ariana,3,129,389725.0,3.0
Appartement,Sousse,1,64.5,265000.0,1.0
Appartement,Sousse,1,90.69,375000.0,2.0
Appartement,Sousse,2,80.23,401000.0,2.0
Appartement,Tunis,3,138,928000.0,2.0
Appartement,Tunis,3,158,1110000.0,2.0
Villa,Tunis,5,375,2925000.0,4.0
Appartement,Tunis,3,190,1263000.0,3.0
Appartement,Tunis,5,280,2195000.0,4.0
Appartement,Nabeul,2,103.51,455000.0,3.0
Appartement,Nabeul,2,99.79,405000.0,2.0
Appartement,Nabeul,2,112.75,575000.0,2.0
Appartement,Nabeul,2,108.21,500000.0,3.0
Appartement,Nabeul,2,99.28,425000.0,2.0
Villa,Ariana,1,346.70,980000.0,4.0
Villa,Ariana,1,367.64,980000.0,4.0
Villa,Ariana,1,514.32,1060000.0,5.0
Appartement,Ariana,1,100.80,317200.0,1.0
Appartement,Ariana,2,128.80,362500.0,2.0
Appartement,Ariana,2,132.80,350300.0,2.0
Appartement,Ariana,2,134.70,349300.0,2.0
Appartement,Ariana,2,124.70,431200.0,2.0
Villa,Ariana,1,346.52,980000.0,4.0
Appartement,Tunis,3,168,1114000.0,3.0
Appartement,Tunis,3,202,1342000.0,3.0
Appartement,Tunis,3,189,1320000.0,3.0
Appartement,Tunis,5,218,1442000.0,4.0
Appartement,Nabeul,2,103.37,465000.0,3.0
Appartement,Nabeul,2,102.97,470000.0,2.0
Appartement,Nabeul,1,82.45,390000.0,2.0
Appartement,Nabeul,2,104.19,515000.0,3.0
Appartement,Nabeul,2,101.62,495000.0,2.0
Villa,Ariana,1,355.20,980000.0,4.0
Villa,Ariana,1,515.50,1060000.0,5.0
Villa,Ariana,1,367.64,980000.0,4.0
Villa,Ariana,1,365.05,980000.0,4.0
Appartement,Ariana,2,136.60,384000.0,2.0
Appartement,Ariana,2,133.10,385300.0,2.0
Appartement,Ariana,2,131.70,379400.0,2.0
Appartement,Ariana,2,128.80,354000.0,2.0
Appartement,Ariana,2,117.5,324000.0,2.0
Appartement,Tunis,3,144.5,967000.0,2.0
Appartement,Tunis,3,154,1025000.0,2.0
Appartement,Tunis,3,147,982000.0,2.0
Appartement,Ben Arous,1,116.73,291.0,2.0
Appartement,Ben Arous,1,125.90,313.0,2.0
Appartement,Ben Arous,1,125.86,318.0,2.0
Appartement,Tunis,1,70,334000.0,1.0
Appartement,Tunis,1,111.20,495000.0,2.0
Appartement,Tunis,1,99.33,437000.0,2.0
Appartement,Tunis,2,118.75,547000.0,2.0
Appartement,Tunis,2,136,590000.0,3.0
Appartement,Tunis,3,160.9,685000.0,3.0
Appartement,Tunis,3,172,780000.0,4.0
Appartement,Ben Arous,2,112.19,165000.0,2.0
Appartement,Ben Arous,2,103.03,165000.0,2.0
Appartement,Ben Arous,1,94.44,165000.0,2.0
Appartement,Ben Arous,2,112.76,165000.0,2.0
Appartement,Ariana,1,67.17,368357.0,1.0
Appartement,Ariana,1,65.26,271902.0,1.0
Appartement,Ariana,1,68.71,284962.0,1.0
Appartement,Ariana,1,90.47,388895.0,2.0
Appartement,Ariana,1,108.29,434789.0,2.0
Appartement,Ariana,2,141.21,641737.0,3.0
Appartement,Ariana,1,115.19,482160.0,2.0
Appartement,Ben Arous,2,110.85,445134.0,2.0
Appartement,Ben Arous,2,138.35,515665.0,3.0
Appartement,Ben Arous,1,63.25,241566.0,1.0
Appartement,Ben Arous,2,113.73,457043.0,2.0
Appartement,Ben Arous,2,111.80,448594.0,2.0
Appartement,Sousse,2,124.32,415000.0,3.0
Appartement,Sousse,1,110.81,380000.0,2.0
Appartement,Sousse,1,73.23,255000.0,1.0
Appartement,Sousse,3,142.96,445000.0,3.0
Appartement,Nabeul,1,58.43,260000.0,1.0
Appartement,Nabeul,1,85.38,385000.0,2.0
Appartement,Nabeul,2,103.51,455000.0,3.0
Appartement,Ariana,2,129.30,364600.0,2.0
Appartement,Ariana,2,167.96,641679.0,3.0
Appartement,Sousse,2,122.11,440000.0,2.0
Appartement,Sousse,2,152.96,495000.0,3.0
Appartement,Ariana,2,110.3,372400.0,2.0
Appartement,Tunis,3,207.66,1040871.0,3.0
Appartement,Tunis,1,64.24,362189.0,1.0
Appartement,Tunis,2,578705,578705.0,2.0
Appartement,Tunis,2,125.56,666728.0,2.0
Appartement,Tunis,4,250.44,1273457.0,4.0
Appartement,Ariana,1,123.27,491499.0,2.0
Appartement,Ariana,1,108.07,531049.0,2.0
Appartement,Nabeul,1,72.28,350000.0,2.0
Appartement,Nabeul,1,59.85,280000.0,1.0
Appartement,Tunis,2,110.30,589111.0,2.0
Appartement,Tunis,3,170.29,874950.0,3.0
Appartement,Ariana,2,152.40,584540.0,3.0
Appartement,Ariana,2,144.18,809831.0,3.0
Appartement,Ariana,1,98.92,399322.0,2.0
Appartement,Tunis,1,55.48,316613.0,1.0
Villa,Ariana,1,415.74,980000.0,4.0
Villa,Ariana,1,365.05,980000.0,4.0
Villa,Ariana,1,355.20,980000.0,4.0
Appartement,Nabeul,1,124.61,315000.0,2.0
Appartement,Nabeul,1,129.73,320000.0,2.0
Appartement,Nabeul,1,124.61,320000.0,2.0
Appartement,Ben Arous,1,97.18,165000.0,2.0
Appartement,Tunis,1,97.16,313000.0,2.0
Appartement,Sfax,2,196.782,364043.0,3.0
Appartement,Nabeul,1,124.61,315000.0,2.0
Appartement,Ben Arous,1,71.70,95000.0,1.0
Appartement,Tunis,1,51.49,295896.0,1.0
Appartement,Tunis,2,168,355000.0,3.0
Appartement,Tunis,1,65.54,205000.0,1.0
Appartement,Nabeul,2,154.42,350000.0,3.0
Appartement,Nabeul,2,137.4,345000.0,2.0
Appartement,Sousse,2,96.92,310000.0,2.0
Appartement,Sousse,1,70.03,250000.0,1.0
