Localisation,Type de bien,Superficie,Nb_Salles De bain,Nb_Chambres,Prix
Tunis,villa,1059.0,1.0,4.0,674471.0308352201
Tunis,Maison,115.0,2.0,4.0,275000.0
Bizerte,Maison,189.0,1.0,3.0,203111.69385964665
Gafsa,villa,350.0,2.0,6.0,465724.9269296039
Ariana,villa,480.0,2.0,7.0,460000.0
Jendouba,villa,402.0,1.0,3.0,499542.1386859007
Gafsa,villa,220.0,2.0,4.0,280000.0
Bizerte,villa,202.0,4.0,6.0,520000.0
Nabeul,villa,650.0,3.0,3.0,717435.7540030403
La_Manouba,villa,690.0,3.0,7.0,520000.0
La_Manouba,villa,1250.0,3.0,3.0,950000.0
Nabeul,villa,345.0,3.0,4.0,780000.0
Nabeul,villa,505.0,2.0,5.0,1049998.0
Tunis,villa,461.0,3.0,10.0,901578.3833362446
Ben_Arous,villa,195.0,1.0,5.0,380000.0
Sidi_Bouzid,Maison,400.0,2.0,3.0,193653.6650271727
Tunis,Maison,170.0,1.0,4.0,341756.38381334924
Ariana,villa,481.0,2.0,4.0,1190000.0
Tunis,Maison,207.0,1.0,3.0,303890.6008165812
Bja,Maison,200.0,1.0,4.0,364083.8623392297
Nabeul,villa,750.0,2.0,4.0,755341.0427363522
Nabeul,villa,300.0,3.0,4.0,600000.0
Tunis,Maison,108.0,1.0,2.0,50000.0
Ben_Arous,Maison,100.0,2.0,5.0,312180.8814856685
Ariana,villa,550.0,3.0,7.0,450000.0
La_Manouba,Maison,280.0,3.0,7.0,344406.68328594987
Ariana,Maison,189.0,1.0,3.0,326214.1574570516
Mdenine,villa,220.0,4.0,5.0,820000.0
Tunis,villa,1000.0,3.0,7.0,788016.0044908468
Sfax,villa,402.0,2.0,4.0,700000.0
Tunis,villa,294.0,3.0,5.0,640000.0
Nabeul,Maison,189.0,1.0,8.0,574156.7317538057
Sfax,villa,650.0,1.0,3.0,250000.0
Tunis,villa,90.0,1.0,2.0,235000.0
Ben_Arous,villa,270.0,2.0,6.0,550000.0
Tunis,Maison,128.0,3.0,7.0,399999.0
La_Manouba,villa,402.0,3.0,3.0,525583.4373801195
Ben_Arous,villa,103.0,1.0,2.0,239000.0
Ben_Arous,villa,400.0,2.0,4.0,890000.0
Sousse,villa,200.0,2.0,3.0,380000.0
Sousse,Maison,189.0,1.0,4.0,424000.0
Tunis,villa,505.0,2.0,5.0,720000.0
Sousse,Maison,70.0,2.0,3.0,180000.0
Tunis,villa,450.0,2.0,4.0,700000.0
La_Manouba,Maison,432.0,2.0,3.0,192972.1901445977
Ariana,villa,206.0,3.0,4.0,696669.738966873
Ben_Arous,Maison,122.0,1.0,3.0,170000.0
Tunis,Maison,143.0,1.0,3.0,303885.37163603446
Ben_Arous,villa,705.0,3.0,5.0,975000.0
La_Manouba,Maison,110.0,2.0,3.0,192945.88082997192
Ariana,Appartement,169.0,1.0,7.0,380000.0
Sfax,villa,700.0,1.0,6.0,678375.9372855555
Ariana,Maison,500.0,1.0,4.0,500000.0
Ariana,villa,400.0,5.0,5.0,734497.7719933053
Tunis,Maison,150.0,1.0,2.0,266017.1374608851
Tunis,Maison,145.0,1.0,3.0,250000.0
La_Manouba,Maison,189.0,2.0,6.0,306558.7539500242
Ben_Arous,villa,410.0,1.0,3.0,569138.9205531732
Nabeul,villa,1000.0,3.0,4.0,650000.0
Ben_Arous,Maison,415.0,1.0,3.0,460000.0
Tunis,villa,387.0,2.0,6.0,250000.0
Ben_Arous,villa,387.0,2.0,5.0,480000.0
Ben_Arous,villa,618.0,2.0,5.0,580000.0
Ariana,Maison,250.0,3.0,4.0,295000.0
Ben_Arous,villa,315.0,1.0,4.0,550000.0
Tunis,villa,402.0,2.0,6.0,950000.0
Sousse,Maison,110.0,1.0,3.0,245000.0
Sousse,villa,350.0,2.0,3.0,179998.0
Ben_Arous,Appartement,76.0,1.0,2.0,89000.0
Tunis,villa,300.0,3.0,6.0,950000.0
Tunis,villa,402.0,2.0,3.0,650000.0
Ariana,villa,958.0,3.0,4.0,696731.1818382973
Ariana,villa,530.0,4.0,6.0,772405.5119049982
Ariana,Maison,1000.0,1.0,4.0,364149.2270960639
Ben_Arous,Appartement,200.0,2.0,6.0,354762.3592532206
Tunis,villa,316.0,4.0,6.0,750062.9994850459
Bizerte,Maison,189.0,1.0,2.0,165242.88774287497
Le_Kef,villa,580.0,2.0,3.0,370000.0
Sousse,villa,210.0,2.0,5.0,749978.5856769439
Mahdia,Maison,80.0,1.0,2.0,230906.6507202461
Nabeul,villa,380.0,5.0,5.0,1150000.0
Ben_Arous,Maison,150.0,1.0,3.0,120000.0
Tunis,villa,510.0,2.0,7.0,950000.0
Ben_Arous,villa,510.0,4.0,6.0,850000.0
Tunis,villa,90.0,1.0,4.0,674391.8577735047
Tunis,Appartement,140.0,1.0,2.0,270720.82145760086
Nabeul,villa,500.0,3.0,4.0,550000.0
Le_Kef,villa,550.0,2.0,4.0,365000.0
Tunis,Maison,115.0,2.0,6.0,417461.19019792427
Le_Kef,villa,200.0,1.0,3.0,150000.0
Ariana,villa,750.0,1.0,7.0,810377.2293957071
Sfax,Maison,189.0,1.0,2.0,194216.9506442021
Bizerte,Maison,130.0,1.0,6.0,316713.291559145
Sousse,villa,380.0,2.0,3.0,674254.8634542278
Le_Kef,villa,750.0,2.0,4.0,700000.0
Tunis,villa,388.0,1.0,3.0,636547.4000286539
Sfax,villa,400.0,3.0,3.0,360000.0
Sfax,Maison,406.0,1.0,3.0,180000.0
Tunis,Maison,105.0,1.0,4.0,160000.0
Ariana,villa,440.0,2.0,4.0,1250000.0
Tunis,villa,160.0,2.0,3.0,480000.0
Nabeul,villa,640.0,2.0,7.0,868938.4734326024
Ariana,villa,220.0,5.0,8.0,900000.0
Ben_Arous,Maison,189.0,2.0,3.0,210000.0
Ariana,villa,480.0,2.0,4.0,680000.0
Ben_Arous,villa,350.0,1.0,3.0,480000.0
Tunis,villa,300.0,2.0,4.0,500000.0
Nabeul,villa,269.0,1.0,2.0,679592.4419646981
Jendouba,villa,120.0,1.0,3.0,98000.0
Ariana,villa,230.0,4.0,4.0,355000.0
Tunis,villa,422.0,2.0,7.0,787997.09047597
Nabeul,Maison,250.0,1.0,3.0,384817.6852326561
Sousse,villa,150.0,2.0,5.0,749973.6833201812
Ariana,villa,542.0,4.0,4.0,696668.8801428075
Mdenine,villa,375.0,2.0,5.0,577022.6368879313
Ben_Arous,Maison,146.0,2.0,5.0,330000.0
La_Manouba,villa,402.0,3.0,4.0,563452.2434968911
Sfax,Maison,670.0,4.0,4.0,269908.92737198423
Sousse,Maison,300.0,1.0,3.0,341634.6285646414
Nabeul,Maison,170.0,1.0,3.0,384811.14875697263
Bizerte,villa,550.0,3.0,5.0,611464.1883316785
Tunis,villa,580.0,4.0,8.0,880000.0
Monastir,Maison,155.0,3.0,9.0,305775.4648033277
Ben_Arous,Maison,341.0,1.0,2.0,198622.4662902857
Tozeur,Maison,800.0,2.0,4.0,800000.0
Ariana,villa,190.0,2.0,3.0,590000.0
Nabeul,Maison,72.0,1.0,1.0,100000.0
Tunis,villa,278.0,1.0,3.0,1100000.0
Ariana,villa,500.0,3.0,4.0,696693.7605150096
Ariana,Maison,189.0,1.0,3.0,326214.1574570516
Ben_Arous,Appartement,110.0,1.0,2.0,203308.09327292608
Ben_Arous,villa,381.0,1.0,1.0,493398.9388471947
Ben_Arous,villa,402.0,2.0,3.0,569109.954883669
Ben_Arous,villa,213.0,1.0,3.0,569122.8244818028
Ariana,villa,646.0,2.0,5.0,734602.8077218395
Nabeul,villa,500.0,2.0,4.0,755320.6162498414
Bizerte,Maison,333.0,1.0,4.0,240992.26563264843
Sousse,Maison,189.0,1.0,4.0,379494.3653214023
Ariana,Maison,214.0,1.0,1.0,165000.0
Ben_Arous,villa,270.0,4.0,6.0,682648.9640052344
Ben_Arous,villa,204.0,3.0,6.0,350000.0
Ben_Arous,villa,326.0,2.0,5.0,644841.357465313
Kairouan,villa,392.0,3.0,3.0,620000.0
Nabeul,villa,300.0,3.0,4.0,755275.9630386969
Tunis,Maison,246.0,2.0,6.0,417471.89367685583
Kairouan,Maison,222.0,1.0,4.0,249710.68442002288
Nabeul,Maison,500.0,4.0,4.0,422621.9817701308
Sousse,villa,265.0,5.0,6.0,920000.0
Nabeul,Maison,300.0,4.0,3.0,384736.83446415054
Ben_Arous,Maison,400.0,2.0,3.0,600000.0
Tunis,villa,110.0,1.0,2.0,130000.0
Tunis,Maison,126.0,1.0,1.0,250000.0
Nabeul,villa,275.0,4.0,2.0,820000.0
Nabeul,Maison,300.0,2.0,3.0,384793.4585080224
Ben_Arous,villa,248.0,2.0,5.0,644834.9844015217
Nabeul,villa,250.0,2.0,3.0,750000.0
Ariana,villa,436.0,1.0,3.0,350000.0
Tunis,villa,412.0,3.0,4.0,674361.5430442587
La_Manouba,villa,200.0,1.0,3.0,175000.0
Nabeul,Maison,177.0,2.0,5.0,460521.0209102024
Nabeul,villa,300.0,1.0,4.0,755332.5870825688
Tunis,villa,340.0,1.0,1.0,560805.8659097005
Sousse,villa,380.0,2.0,6.0,850000.0
Tunis,villa,475.0,2.0,4.0,700000.0
Nabeul,villa,306.0,4.0,3.0,717379.3351356657
Nabeul,Maison,100.0,2.0,2.0,346908.3112020421
Nabeul,villa,900.0,4.0,6.0,831034.2868179302
Gabs,Maison,120.0,1.0,3.0,96879.82608072524
Sousse,Maison,189.0,1.0,3.0,341625.55920463067
Jendouba,villa,402.0,1.0,3.0,960000.0
Ariana,villa,400.0,2.0,4.0,860000.0
Nabeul,Maison,350.0,2.0,4.0,422666.3499220961
Monastir,Appartement,160.0,2.0,3.0,280000.0
Tunis,villa,228.0,3.0,4.0,600000.0
Tunis,Appartement,430.0,3.0,5.0,880000.0
Ariana,villa,480.0,2.0,4.0,696720.4384180247
Tunis,villa,650.0,2.0,5.0,850000.0
Sfax,villa,402.0,2.0,3.0,360000.0
La_Manouba,villa,499.0,1.0,4.0,563516.793017529
Ariana,Maison,150.0,1.0,4.0,364079.7770419276
Ben_Arous,villa,600.0,2.0,4.0,950000.0
Gabs,Maison,116.0,1.0,2.0,59010.69314016943
Ariana,Maison,103.0,1.0,3.0,195000.0
Sousse,villa,237.0,1.0,2.0,636402.685409108
Ariana,villa,402.0,2.0,3.0,658845.2592374617
Sfax,villa,400.0,2.0,4.0,530000.0
Ariana,Maison,189.0,1.0,4.0,364082.9635738232
Tunis,villa,235.0,3.0,4.0,900000.0
Sousse,Maison,492.0,3.0,3.0,900000.0
Ariana,villa,750.0,4.0,5.0,1100000.0
Ben_Arous,villa,550.0,3.0,6.0,1200000.0
Mdenine,Maison,600.0,5.0,10.0,433658.1048080024
Mdenine,villa,395.0,2.0,3.0,501286.6587733087
Mdenine,villa,422.0,1.0,3.0,501317.1768557878
La_Manouba,villa,400.0,3.0,5.0,601320.8862017706
Sousse,villa,387.0,2.0,4.0,650000.0
Le_Kef,Maison,235.0,2.0,3.0,35950.93069524219
Ben_Arous,Appartement,90.0,1.0,2.0,203306.4591540052
Nabeul,Maison,148.0,1.0,3.0,384809.3512261597
Le_Kef,Maison,264.0,1.0,4.0,155000.0
Ariana,villa,240.0,1.0,3.0,658860.3348961386
Monastir,villa,1020.0,5.0,8.0,123456.0
Tunis,Maison,165.0,1.0,3.0,303887.16916684736
Nabeul,villa,402.0,3.0,3.0,717415.4909284217
Tunis,villa,760.0,4.0,4.0,674361.6646915458
Sfax,villa,820.0,1.0,4.0,549999.0
Tunis,Maison,100.0,3.0,10.0,568906.8770538843
Bizerte,villa,243.0,2.0,2.0,350000.0
Sousse,villa,252.0,2.0,3.0,674244.4050931344
Sousse,villa,580.0,1.0,2.0,850000.0
Monastir,villa,750.0,2.0,5.0,487019.1778319114
Sousse,villa,525.0,2.0,4.0,712135.5169331756
Sousse,villa,483.0,4.0,3.0,674206.6551227984
Sousse,villa,777.0,2.0,4.0,712156.1068315784
La_Manouba,villa,542.0,2.0,4.0,563491.9943512729
Ben_Arous,villa,350.0,2.0,4.0,606974.5122912463
Ben_Arous,Maison,110.0,1.0,2.0,198603.59221674988
Ariana,Maison,542.0,1.0,3.0,326242.9996560047
Nabeul,villa,170.0,1.0,3.0,180000.0
Gabs,Maison,506.0,1.0,3.0,250000.0
La_Manouba,villa,500.0,3.0,4.0,563460.2506796033
Tunis,villa,454.0,2.0,4.0,1080000.0
Nabeul,villa,600.0,3.0,2.0,750000.0
Ariana,villa,740.0,1.0,3.0,658901.18786916
Ariana,villa,500.0,3.0,5.0,1250000.0
Tunis,villa,114.0,1.0,2.0,325000.0
Ariana,Maison,189.0,1.0,3.0,299999.0
Ben_Arous,villa,340.0,2.0,3.0,569104.8891150143
La_Manouba,Maison,189.0,2.0,4.0,230821.14171648087
Nabeul,villa,134.0,3.0,3.0,150000.0
Sousse,villa,385.0,3.0,6.0,900000.0
Kairouan,Maison,214.0,1.0,3.0,350000.0
Sousse,Maison,189.0,2.0,4.0,650000.0
Sfax,Maison,90.0,2.0,4.0,269918.1619671512
Ben_Arous,Maison,100.0,1.0,2.0,165000.0
Tunis,villa,299.0,2.0,5.0,520000.0
Zaghouan,villa,150.0,1.0,3.0,220000.0
Ariana,villa,500.0,5.0,4.0,1150000.0
Tunis,villa,142.0,2.0,3.0,636498.9883439913
Sousse,villa,378.0,2.0,5.0,749992.3122758791
Sfax,Maison,1347.0,1.0,3.0,232180.3722464913
La_Manouba,villa,134.0,1.0,5.0,160000.0
Ben_Arous,villa,700.0,3.0,5.0,644843.6034671972
La_Manouba,villa,500.0,2.0,3.0,520000.0
Sousse,villa,500.0,3.0,4.0,712105.1622625887
Ben_Arous,villa,402.0,2.0,3.0,680000.0
Nabeul,Maison,189.0,2.0,3.0,260000.0
Mdenine,villa,253.0,2.0,4.0,240000.0
Ariana,Maison,100.0,2.0,3.0,326178.57360591786
La_Manouba,villa,1000.0,2.0,4.0,580000.0
Tunis,Maison,110.0,1.0,2.0,266013.8692230434
Sousse,Maison,155.0,1.0,3.0,350000.0
Sousse,Maison,184.0,1.0,3.0,341625.15067490045
Tunis,villa,563.0,2.0,4.0,1250000.0
Tunis,villa,622.0,4.0,8.0,825825.6137380784
Sousse,Maison,106.0,1.0,3.0,298000.0
Ariana,villa,133.0,2.0,3.0,658823.2803379762
Ariana,villa,750.0,1.0,4.0,1250000.0
Ben_Arous,villa,210.0,2.0,3.0,400000.0
Ariana,Maison,250.0,1.0,2.0,285000.0
Tunis,villa,425.0,3.0,6.0,750100.2174551005
Tunis,villa,205.0,2.0,3.0,600000.0
La_Manouba,villa,150.0,1.0,4.0,300000.0
Mahdia,villa,246.0,2.0,6.0,550000.0
Mdenine,Maison,300.0,1.0,2.0,130796.39217776002
Nabeul,villa,402.0,3.0,3.0,750000.0
Sousse,villa,500.0,1.0,3.0,674292.9801896889
Ariana,villa,370.0,2.0,3.0,658842.6446471883
Nabeul,villa,280.0,2.0,5.0,793171.4470584837
Nabeul,villa,850.0,1.0,3.0,900000.0
Ben_Arous,villa,566.0,2.0,3.0,569123.35465882
Ariana,Maison,520.0,1.0,4.0,1111111.0
Sfax,Appartement,160.0,1.0,2.0,800000.0
Jendouba,Maison,92.0,1.0,3.0,88000.0
Sousse,Maison,200.0,2.0,7.0,430000.0
La_Manouba,Maison,103.0,2.0,6.0,200000.0
Tunis,Maison,189.0,3.0,3.0,200000.0
Nabeul,villa,200.0,5.0,4.0,590000.0
Sousse,Maison,150.0,1.0,2.0,130000.0
Sidi_Bouzid,Maison,300.0,1.0,3.0,120000.0
La_Manouba,villa,252.0,2.0,3.0,285000.0
Nabeul,villa,405.0,2.0,5.0,850000.0
Nabeul,villa,500.0,3.0,4.0,1200000.0
Sousse,Maison,246.0,1.0,3.0,172000.0
Ben_Arous,Maison,140.0,1.0,2.0,280000.0
Ben_Arous,Maison,580.0,1.0,3.0,236510.80012816165
Sousse,villa,492.0,2.0,4.0,850000.0
Sousse,villa,250.0,2.0,4.0,980000.0
Ariana,villa,834.0,4.0,6.0,772430.3505125954
Tunis,villa,402.0,2.0,3.0,636520.2318899625
Nabeul,Maison,500.0,1.0,4.0,422706.9178359384
Ben_Arous,villa,402.0,2.0,3.0,580000.0
Ben_Arous,villa,200.0,2.0,3.0,750000.0
Nabeul,villa,240.0,3.0,4.0,630000.0
Nabeul,villa,218.0,2.0,4.0,460000.0
Nabeul,Maison,143.0,2.0,3.0,160000.0
Tunis,villa,470.0,2.0,8.0,520000.0
Gafsa,villa,444.0,1.0,4.0,500000.0
Ariana,villa,400.0,1.0,5.0,734611.0200810488
Tunis,Maison,400.0,1.0,2.0,800000.0
Ariana,Maison,400.0,1.0,5.0,401969.0096452099
La_Manouba,Maison,140.0,2.0,3.0,210000.0
Sousse,Maison,180.0,1.0,3.0,230000.0
Sousse,Maison,150.0,2.0,4.0,150000.0
Sousse,Appartement,120.0,2.0,3.0,500000.0
Tunis,villa,450.0,2.0,6.0,750000.0
Sousse,Maison,155.0,2.0,2.0,225000.0
Sousse,villa,446.0,2.0,2.0,560000.0
Sousse,villa,210.0,1.0,1.0,598531.6732317931
Tunis,villa,540.0,4.0,8.0,825818.9138505028
Sousse,Appartement,400.0,1.0,3.0,300000.0
Ben_Arous,villa,500.0,3.0,5.0,750000.0
Ariana,Maison,189.0,1.0,4.0,600000.0
Nabeul,Maison,300.0,2.0,4.0,422662.264624794
Sfax,villa,220.0,2.0,5.0,640439.6002927474
Nabeul,Maison,189.0,1.0,3.0,330000.0
Bizerte,Maison,120.0,2.0,4.0,250000.0
Nabeul,villa,402.0,3.0,3.0,850000.0
Nabeul,villa,460.0,3.0,4.0,755289.0359900638
Ben_Arous,Maison,90.0,1.0,2.0,90000.0
Sousse,Appartement,360.0,3.0,5.0,520000.0
Sousse,Maison,120.0,1.0,3.0,87000.0
Tunis,villa,255.0,4.0,6.0,250000.0
Bizerte,villa,162.0,2.0,4.0,330000.0
Nabeul,villa,324.0,2.0,3.0,1050000.0
Tunis,villa,415.0,2.0,3.0,590000.0
Ben_Arous,villa,494.0,2.0,4.0,606986.2779474766
Nabeul,Maison,143.0,2.0,3.0,384780.6306744936
Ben_Arous,villa,500.0,2.0,6.0,800000.0
Tunis,villa,900.0,2.0,4.0,674429.7275678634
Ben_Arous,Maison,100.0,1.0,1.0,160733.9690405178
La_Manouba,Maison,189.0,1.0,3.0,330000.0
La_Manouba,villa,340.0,5.0,8.0,714865.7781514511
Sfax,villa,800.0,2.0,7.0,716224.6019749953
Mdenine,villa,200.0,4.0,3.0,501214.1020699586
Mdenine,villa,270.0,2.0,4.0,539145.2516468251
Sfax,Maison,189.0,1.0,3.0,100000.0
Mdenine,Maison,189.0,2.0,3.0,168627.816912585
Sousse,villa,425.0,2.0,3.0,800000.0
Ben_Arous,villa,273.0,2.0,3.0,580000.0
Sousse,Maison,360.0,1.0,2.0,330000.0
Zaghouan,villa,402.0,1.0,3.0,508561.9108750232
Nabeul,villa,269.0,2.0,3.0,717432.9360595339
Nabeul,Appartement,95.0,1.0,2.0,245000.0
Nabeul,Maison,220.0,1.0,1.0,280000.0
Nabeul,Maison,189.0,1.0,3.0,260000.0
Sidi_Bouzid,villa,427.0,1.0,3.0,600000.0
Nabeul,villa,204.0,2.0,3.0,670000.0
Kairouan,Maison,280.0,1.0,3.0,211846.6172481217
La_Manouba,Maison,264.0,1.0,4.0,350000.0
Mdenine,villa,350.0,2.0,3.0,501282.9820057369
Tunis,villa,580.0,3.0,6.0,750112.8818767371
Sousse,villa,250.0,2.0,3.0,320000.0
Sousse,villa,350.0,5.0,8.0,950000.0
Sousse,villa,500.0,1.0,1.0,1100000.0
Nabeul,villa,350.0,3.0,6.0,600000.0
Ben_Arous,Maison,420.0,2.0,4.0,274338.2212716305
Nabeul,villa,496.0,4.0,6.0,831001.2776157288
Nabeul,villa,345.0,3.0,2.0,679542.0275727257
Nabeul,Maison,150.0,2.0,2.0,346912.39649934426
Ariana,Appartement,90.0,1.0,2.0,120000.0
Nabeul,Appartement,100.0,1.0,2.0,240000.0
Nabeul,villa,345.0,3.0,4.0,845000.0
Tunis,villa,440.0,3.0,8.0,900000.0
Ariana,villa,370.0,4.0,5.0,734523.6328368599
Tunis,villa,750.0,5.0,5.0,712201.341726921
Ariana,villa,370.0,3.0,7.0,900000.0
Bizerte,villa,300.0,3.0,4.0,573574.9557283961
Monastir,Maison,189.0,1.0,3.0,78622.03014873512
Ariana,Appartement,120.0,1.0,4.0,368781.8269197225
Tunis,Maison,189.0,1.0,3.0,280000.0
Sousse,Maison,175.0,1.0,3.0,341624.41532138607
Nabeul,villa,200.0,1.0,2.0,320000.0
Nabeul,villa,278.0,3.0,5.0,793142.9716246556
Ben_Arous,Maison,126.0,1.0,3.0,125000.0
Ben_Arous,Maison,100.0,1.0,4.0,274340.3873908327
Ariana,Maison,350.0,2.0,3.0,326199.0000924286
Nabeul,villa,605.0,5.0,5.0,690000.0
Ben_Arous,villa,460.0,2.0,4.0,720000.0
Sfax,villa,543.0,2.0,3.0,564728.3790797759
Ben_Arous,Maison,485.0,2.0,3.0,280000.0
Ariana,villa,270.0,4.0,6.0,570000.0
Ben_Arous,Maison,370.0,2.0,4.0,379999.0
Ariana,villa,640.0,5.0,4.0,696648.5753035839
Nabeul,villa,267.0,2.0,2.0,630000.0
Sfax,villa,850.0,2.0,4.0,350000.0
