Region,Localisation,Type,Nature,Area,#Bathrooms,#Bedrooms,Price
Ben Arous,,Appartement,À Vendre,92.0,1.0,3,150000.0
Nabeul,,,À Vendre,171.0,2.0,3,0.0
Bizerte,,,À Vendre,95.0,2.0,2,33000000.0
Ben Arous,,Appartement,À Vendre,95.0,1.0,3,270000.0
Ariana,,,À Vendre,120.0,2.0,2,320000.0
Tunis,,,À Vendre,110.0,1.0,3,248.0
Ben Arous,,,À Vendre,72.0,1.0,2,200000.0
Nabeul,,villa,À Vendre,169.0,2.0,2,0.0
Tunis,,,À Vendre,70.0,1.0,1,238000.0
Tunis,,,À Vendre,200.0,2.0,3,360000.0
Tunis,,,À Vendre,70.0,1.0,3,215000.0
Sousse,,,À Vendre,180.0,0.0,3,0.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,270000.0
Tunis,,Appartement,À Vendre,120.0,1.0,3,350000.0
Nabeul,,,À Vendre,60.0,1.0,0,0.0
Tunis,,Appartement,À Vendre,140.0,2.0,2,1.0
Ben Arous,,Appartement,À Vendre,0.0,1.0,2,160000.0
Ariana,,Appartement,À Vendre,120.0,1.0,2,225000.0
Tunis,,Appartement,À Vendre,200.0,1.0,4,400000.0
La Manouba,,Appartement,À Vendre,130.0,2.0,3,230.0
Nabeul,,Appartement,À Vendre,85.0,1.0,2,179999.0
Sousse,,,À Vendre,36.0,1.0,1,200000.0
Sousse,,Appartement,À Vendre,90.0,1.0,2,237000.0
Sousse,,Appartement,À Vendre,130.0,2.0,3,340000.0
Ben Arous,,,À Vendre,110.0,1.0,3,155000.0
Tunis,,Appartement,À Vendre,85.0,1.0,03,120.0
Nabeul,,Appartement,À Vendre,,,2,280000.0
Sfax,,Appartement,À Vendre,116.0,1.0,4,115000.0
Nabeul,,,À Vendre,103.0,2.0,2,0.0
La Manouba,,,À Vendre,148.0,1.0,3,245000.0
Tunis,,Appartement,À Vendre,121.0,1.0,2,470000.0
Sousse,,Appartement,À Vendre,370.0,2.0,4,1100000.0
Ariana,,,À Vendre,58.0,1.0,1,225000.0
Tunis,,Appartement,À Vendre,60.0,1.0,1,15000.0
Ariana,,Appartement,À Vendre,154.0,0.0,3,430000.0
Tunis,,Appartement,À Vendre,168.0,0.0,3,350000.0
Ariana,,Appartement,À Vendre,296.0,0.0,2,1.0
Ariana,,Appartement,À Vendre,185.0,0.0,3,1.0
Ariana,,Appartement,À Vendre,115.0,0.0,2,1.0
Tunis,,Appartement,À Vendre,,,,130000.0
Sousse,,Appartement,À Vendre,75.0,1.0,2,200000.0
Nabeul,,Appartement,À Vendre,134.0,1.0,2,175000.0
Tunis,,Appartement,À Vendre,120.0,1.0,1,300000.0
Ben Arous,,Appartement,À Vendre,117.0,1.0,3,150000.0
Monastir,,Appartement,À Vendre,75.0,1.0,2,83000.0
Ariana,,,À Vendre,,1.0,,140000.0
Tunis,,,À Vendre,68.0,2.0,1,237999.0
Tunis,,,À Vendre,100.0,2.0,4,245.0
Tunis,,,À Vendre,118.0,2.0,2,285000.0
Tunis,,Appartement,À Louer,120.0,2.0,3,325000.0
Ariana,,Appartement,À Vendre,55.0,1.0,1,187000.0
Sousse,,,À Vendre,150.0,2.0,2,454000.0
Sousse,,,À Vendre,60.0,1.0,1,230000.0
Sousse,,,À Vendre,280.0,1.0,2,750000.0
Tunis,,Appartement,À Vendre,,,2,
Ariana,,Appartement,À Vendre,110.0,1.0,3,255000.0
Ariana,,,À Louer,144.0,2.0,3,1350.0
Ariana,,,À Vendre,34.0,1.0,2,170.0
Ariana,,,À Vendre,210.0,3.0,3,479000.0
Tunis,,villa,À Vendre,90.0,1.0,2,195.0
Nabeul,,Appartement,À Vendre,66.0,1.0,1,250996.0
Tunis,,,À Vendre,87.0,1.0,3,240000.0
Tunis,,Appartement,À Vendre,,1.0,,230000.0
Tunis,,,À Vendre,130.0,1.0,4,420000.0
Ariana,,,À Vendre,150.0,2.0,3,380000.0
Ariana,,,À Vendre,124.0,1.0,2,230000.0
Ariana,,,À Louer,56.0,1.0,1,285.0
Nabeul,,,À Vendre,65.0,1.0,1,169000.0
Ariana,,Appartement,À Vendre,148.0,0.0,2,380000.0
Nabeul,,,À Vendre,141.17,3.0,0,0.0
Tunis,,,À Vendre,194.0,0.0,3,849000.0
Tunis,,Appartement,À Vendre,75.0,1.0,1,250000.0
Tunis,,,À Vendre,64.0,1.0,1,267000.0
Ariana,,,À Vendre,170.0,2.0,3,570000.0
Nabeul,,,À Vendre,104.0,1.0,2,340000.0
Tunis,,Appartement,À Vendre,95.0,1.0,3,170000.0
Ben Arous,,,À Vendre,137.0,2.0,3,297000.0
Nabeul,,Appartement,À Vendre,101.0,1.0,2,354000.0
La Manouba,,Appartement,À Vendre,140.0,1.0,3,275000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,250000.0
Ariana,,Appartement,À Vendre,0.0,0.0,000,310000.0
Nabeul,,Appartement,À Vendre,130.0,2.0,3,300000.0
Ariana,,,À Vendre,159.0,0.0,3,430000.0
Tunis,,,À Vendre,,,,210.0
Tunis,,,À Vendre,128.0,1.0,3,310000.0
Sousse,,,À Vendre,116.0,0.0,2,320000.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,3,75000.0
La Manouba,,,À Vendre,120.0,2.0,3,240000.0
Nabeul,,,À Vendre,1.0,1.0,1,85000.0
Nabeul,,,À Vendre,1.0,1.0,1,85000.0
Monastir,,,À Vendre,50.0,1.0,2,87.0
Tunis,,Appartement,À Vendre,116.0,1.0,0,288000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,1,180000.0
Ben Arous,,Appartement,À Louer,128.0,2.0,5,0.0
Bizerte,,,À Vendre,126.0,2.0,2,256000.0
Bizerte,,,À Vendre,67.0,1.0,1,150.0
Sousse,,Appartement,À Vendre,55.0,1.0,1,270000.0
Ariana,,,À Vendre,114.0,1.0,3,295000.0
Sfax,,Maison,À Vendre,300.0,1.0,5,300.0
Tunis,,,À Vendre,110.0,1.0,3,0.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,150000.0
Nabeul,,,À Vendre,40.0,1.0,1,95000.0
Sousse,,Appartement,À Vendre,67.0,1.0,2,175000.0
Ariana,,,À Vendre,0.0,0.0,0,1100.0
Kasserine,,,À Vendre,1500.0,7.0,28,0.0
Ariana,,Appartement,À Vendre,80.0,2.0,3,170.0
Tunis,,Appartement,À Vendre,126.0,2.0,4,238000.0
Bizerte,,,,,,,0.0
Nabeul,,Appartement,À Vendre,72.0,1.0,1,0.0
Tunis,,,À Vendre,25.0,1.0,1,80000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,2,600000.0
Tunis,,Appartement,À Vendre,73.0,1.0,2,73000.0
Ben Arous,,,À Vendre,115.0,2.0,3,270000.0
Sousse,,Appartement,À Vendre,90.0,1.0,3,270000.0
Tunis,,Appartement,À Vendre,87.0,1.0,0,1.0
Sousse,,Appartement,À Vendre,60.0,1.0,1,280000.0
Tunis,,,À Vendre,99.0,0.0,3,187000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,180000.0
Nabeul,,,À Vendre,104.0,1.0,2,295000.0
Sousse,,Appartement,À Vendre,104.0,2.0,2,450000.0
Ben Arous,,,À Vendre,,,,134800.0
Sfax,,Appartement,À Vendre,145.0,2.0,3,245000.0
Sousse,,,À Vendre,123.0,2.0,2,450000.0
Monastir,,Appartement,À Vendre,,,2,0.0
Ben Arous,,,À Vendre,200.0,2.0,3,470000.0
Ariana,,,À Vendre,127.0,2.0,2,399998.0
Jendouba,,,À Vendre,,1.0,,0.0
Tunis,,Appartement,À Vendre,120.0,2.0,3,300000.0
Nabeul,,Appartement,À Vendre,85.0,1.0,2,260000.0
Sousse,,Appartement,À Vendre,50.0,1.0,1,200000.0
Ben Arous,,,À Vendre,170.0,2.0,3,240000.0
Sousse,,,À Louer,45.0,1.0,1,225.0
Sousse,,,À Vendre,110.0,1.0,3,330000.0
Bizerte,,Appartement,À Vendre,72.0,1.0,2,150000.0
Sousse,,,À Vendre,,,12,700000.0
Ariana,,,À Vendre,96.0,1.0,03,138000.0
Sousse,,,À Vendre,135.0,3.0,3,430000.0
Ariana,,Appartement,À Vendre,129.0,2.0,2,0.0
La Manouba,,Appartement,À Vendre,85.0,1.0,2,175.0
Bizerte,,Appartement,À Vendre,100.0,1.0,3,0.0
Mahdia,,,À Vendre,60.0,1.0,1,0.0
Tunis,,,À Vendre,77.0,1.0,4,200000.0
Tunis,,Appartement,À Vendre,300.0,2.0,5,0.0
Sousse,,,À Vendre,137.0,2.0,2,0.0
Ben Arous,,,À Vendre,70.0,1.0,2,125000.0
Tunis,,Appartement,À Vendre,80.0,2.0,3,90000.0
Tunis,,Appartement,À Vendre,146.0,2.0,3,598000.0
Tunis,,,À Vendre,49.0,1.0,1,174335.0
Tunis,,,À Vendre,51.0,1.0,1,181230.0
Sfax,,Appartement,À Vendre,130.0,2.0,3,189000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,155000.0
Ben Arous,,Appartement,À Vendre,110.0,2.0,2,290000.0
Ben Arous,,Appartement,À Vendre,127.0,1.0,2,280000.0
Nabeul,,Appartement,À Vendre,113.0,1.0,2,1.0
Tunis,,Appartement,À Vendre,110.0,1.0,3,250000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,1,120000.0
Tunis,,Appartement,À Vendre,175.0,2.0,3,590000.0
Ariana,,Appartement,À Vendre,90.0,1.0,4,230000.0
Tunis,,Appartement,À Vendre,70.0,1.0,2,235000.0
Tunis,,Appartement,À Vendre,98.0,2.0,2,330000.0
Ariana,,Appartement,À Vendre,155.0,2.0,3,0.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,3,140000.0
Sousse,,,À Vendre,1.0,2.0,3,850000.0
Sfax,,Appartement,À Vendre,,,,0.0
Sfax,,Appartement,À Vendre,120.0,1.0,3,0.0
Tunis,,,À Vendre,172.0,1.0,3,750000.0
Tunis,,,À Vendre,55.0,1.0,1,165000.0
Ariana,,Appartement,À Vendre,151.0,1.0,3,300000.0
Tunis,,Appartement,À Vendre,100.0,2.0,3,250000.0
Sousse,,Appartement,À Vendre,2441.0,2.0,2,360000.0
Ariana,,,À Vendre,140.0,2.0,2,350000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,180000.0
Nabeul,,Appartement,À Vendre,100.0,2.0,2,180000.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,210000.0
Tunis,,,À Vendre,90.0,1.0,1,245000.0
Tunis,,,À Vendre,,,1,95000.0
Tunis,,,À Vendre,100.0,1.0,4,164999.0
Sfax,,,À Vendre,150.0,2.0,3,7.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,225000.0
Tunis,,,,,,1,1.0
Sousse,,Appartement,À Vendre,83.0,1.0,2,100000.0
Tunis,,Appartement,À Vendre,180.0,3.0,3,1.0
Ariana,,,À Vendre,155.0,3.0,2,1064999.0
Ariana,,,À Vendre,110.0,1.0,3,320000.0
Ben Arous,,,À Vendre,120.0,1.0,3,150000.0
Ariana,,Appartement,À Vendre,115.0,1.0,3,230000.0
Ben Arous,,Appartement,À Vendre,,2.0,,340000.0
Ben Arous,,,À Vendre,128.0,1.0,3,265000.0
Ariana,,,À Vendre,98.0,1.0,2,190.0
Tunis,,Appartement,À Vendre,135.0,2.0,5,260000.0
Ben Arous,,,À Vendre,95.0,1.0,3,250000.0
Ben Arous,,,À Vendre,90.0,1.0,2,180000.0
Ben Arous,,Appartement,À Vendre,76.0,1.0,2,98000.0
Nabeul,,,À Vendre,1.0,1.0,1,200000.0
Nabeul,,Appartement,À Vendre,180.0,1.0,3,0.0
Sfax,,Appartement,À Vendre,85.0,1.0,2,96.0
Ariana,,,À Vendre,120.0,1.0,3,140000.0
Ariana,,Appartement,À Vendre,,,2,140000.0
Ariana,,Appartement,À Vendre,70.0,1.0,1,175000.0
Ariana,,Appartement,À Vendre,130.0,0.0,2,375000.0
Tunis,,,À Louer,90.0,1.0,1,320000.0
Ariana,,Appartement,À Vendre,103.0,1.0,2,255000.0
Ariana,,Appartement,À Vendre,150.0,3.0,4,590000.0
Ariana,,Appartement,À Vendre,162.0,2.0,3,460000.0
Nabeul,,Maison,À Vendre,100.0,1.0,1,54000.0
Ariana,,Appartement,À Vendre,120.0,2.0,3,377000.0
Nabeul,,Appartement,À Vendre,98.0,1.0,2,0.0
Gabès,,Appartement,À Vendre,95.0,1.0,2.0,60000.0
Tunis,,Appartement,À Vendre,100.0,1.0,3,180000.0
Tunis,,,À Vendre,,1.0,,177999.0
Tunis,,,À Vendre,354.0,3.0,3,2200.0
Ben Arous,,Appartement,À Vendre,146.0,2.0,3,304000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,235000.0
Tunis,,,À Vendre,130.0,2.0,3,350000.0
Zaghouan,,villa,À Vendre,360.0,1.0,2,110000.0
Nabeul,,villa,À Vendre,,1.0,,400000.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,3,205000.0
Tunis,,Appartement,À Vendre,90.0,1.0,3,1.0
Nabeul,,Appartement,À Vendre,113.0,1.0,2,0.0
Ariana,,Appartement,À Vendre,100.0,1.0,2,250000.0
Ariana,,,À Vendre,,,1,160000.0
Ariana,,Appartement,À Vendre,120.0,1.0,2,270000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,475000.0
Ariana,,,À Vendre,98.0,1.0,2,292000.0
Ariana,,,À Vendre,212.0,3.0,4,0.0
Tunis,,,À Vendre,115.0,1.0,2,290000.0
Nabeul,,Appartement,À Vendre,70.0,1.0,1,1.0
Ariana,,Appartement,À Vendre,175.0,1.0,3,558000.0
Tunis,,,À Vendre,,,2,120000.0
Ariana,,Appartement,À Vendre,100.0,1.0,2,270000.0
Nabeul,,Appartement,À Vendre,98.0,1.0,2,1.0
Tunis,,Appartement,À Vendre,60.0,1.0,2,120000.0
Nabeul,,Appartement,À Vendre,103.0,1.0,2,1.0
Nabeul,,Appartement,À Vendre,60.0,1.0,0,1.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,145000.0
Nabeul,,,À Vendre,105.0,2.0,2,0.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,2,265000.0
Tunis,,,,,,1,0.0
Ben Arous,,Appartement,À Vendre,134.0,2.0,3,320000.0
Ariana,,villa,À Vendre,386.0,2.0,4,350.0
Bizerte,,,À Vendre,120.0,1.0,3,320.0
Sidi Bouzid,,,À Vendre,1200.0,1.0,3,840000.0
Sousse,,,À Vendre,105.0,1.0,2,320000.0
Sousse,,,À Vendre,145.0,1.0,3,199000.0
Tunis,,Appartement,À Vendre,117.0,2.0,2,320000.0
Tunis,,,À Vendre,120.0,1.0,2,250000.0
Tunis,,Appartement,À Vendre,160.0,1.0,3,1.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,3,0.0
Ben Arous,,,À Vendre,110.0,1.0,2,275.0
Nabeul,,Appartement,À Vendre,140.0,2.0,3,580000.0
La Manouba,,Appartement,À Vendre,92.0,2.0,4,200000.0
Ben Arous,,,À Vendre,115.0,1.0,2,195000.0
Ben Arous,,,À Vendre,350.0,2.0,6,580000.0
Kairouan,,,À Vendre,100.0,1.0,2,92000000.0
Sousse,,Appartement,À Vendre,80.0,0.0,2,395000.0
Ben Arous,,,À Vendre,98.0,2.0,3,1.0
Ariana,,,À Louer,132.0,2.0,3,420000.0
Nabeul,,,À Vendre,220.0,1.0,3,450000.0
Nabeul,,,À Vendre,120.0,1.0,2,350000.0
Nabeul,,Appartement,À Vendre,62.0,1.0,1,240000.0
Nabeul,,Appartement,À Vendre,240.0,4.0,4,870000.0
Nabeul,,Appartement,À Vendre,95.0,1.0,2,245000.0
Nabeul,,Appartement,À Vendre,145.0,2.0,3,420000.0
Nabeul,,Appartement,À Vendre,68.0,1.0,1,270000.0
Sousse,,Appartement,À Vendre,109.0,0.0,2,350000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,2,1.0
Ariana,,,À Vendre,115.0,2.0,4,370000.0
Ben Arous,,Appartement,À Vendre,90.0,1.0,2,130000.0
Tunis,,,À Vendre,165.0,3.0,4,385000.0
Tunis,,Appartement,À Vendre,168.0,1.0,0,550000.0
Kairouan,,Appartement,À Vendre,118.0,1.0,2,11111.0
Tunis,,Appartement,À Vendre,95.0,1.0,3,130.0
Sfax,,,À Vendre,,,,0.0
Ariana,,Appartement,À Vendre,157.0,1.0,3,365000.0
Tunis,,Appartement,À Vendre,,,,
Tunis,,,À Vendre,160.0,1.0,2,300000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,2,120000.0
Tunis,,,À Vendre,70.0,1.0,1,256000.0
Ben Arous,,,À Vendre,105.0,1.0,2,160000.0
La Manouba,,Appartement,À Vendre,71.0,1.0,2,80000.0
Nabeul,,Appartement,À Vendre,165.0,2.0,3,0.0
Nabeul,,,À Vendre,126.0,2.0,2,378000.0
Ariana,,Appartement,À Vendre,94.0,1.0,02,160.0
Sousse,,Appartement,À Vendre,50.0,1.0,1,280000.0
Ariana,,,À Vendre,125.0,1.0,2,120000.0
Tunis,,,À Vendre,,,1,255002.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,157000.0
Tunis,,Appartement,À Vendre,150.0,2.0,3,250.0
Ariana,,,À Vendre,68.0,1.0,1,317000.0
Sousse,,Appartement,À Vendre,70.0,1.0,1,238000.0
Tunis,,Appartement,À Vendre,84.0,1.0,1,210000.0
Ariana,,,À Vendre,65.0,1.0,1,273000.0
Ariana,,,À Vendre,114.0,2.0,1,385000.0
Sousse,,Appartement,À Vendre,134.0,2.0,2,455000.0
Tunis,,Appartement,À Vendre,,,3,300000.0
Sfax,,villa,À Vendre,140.0,2.0,3,145000.0
Tunis,,Appartement,À Vendre,120.0,2.0,4,390000.0
Tunis,,Appartement,À Vendre,,,3,100000.0
Tunis,,,À Vendre,39.0,1.0,1,195000.0
Tunis,,Appartement,À Vendre,123.0,2.0,2,340000.0
La Manouba,,,À Vendre,115.0,1.0,4,190.0
Ariana,,,À Vendre,70.0,1.0,0,249000.0
Tunis,,,À Vendre,80.0,1.0,2,245000.0
Tunis,,,À Louer,,,4,360000.0
Ariana,,,À Vendre,156.0,2.0,3,360000.0
Sousse,,Appartement,À Vendre,132.0,0.0,2,298000.0
Nabeul,,,À Vendre,55.0,1.0,1,228000.0
Sousse,,Appartement,À Vendre,50.0,1.0,0,280000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,290000.0
Tunis,,Appartement,À Vendre,144.0,1.0,3,205000.0
La Manouba,,Appartement,À Vendre,102.0,2.0,2,260000.0
Sousse,,Appartement,À Vendre,99.0,1.0,2,290000.0
Ariana,,Appartement,À Vendre,125.0,1.0,2,125000.0
Sousse,,Appartement,À Vendre,116.0,0.0,2,330000.0
Bizerte,,Appartement,À Vendre,200.0,1.0,1,250000.0
Monastir,,,À Vendre,100.0,1.0,2,195000.0
Ariana,,,À Vendre,270.0,2.0,3,0.0
Ben Arous,,Appartement,À Vendre,122.0,1.0,4,160000.0
Tunis,,Appartement,À Vendre,145.0,1.0,5,253000.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,2,185000.0
Ariana,,Appartement,À Vendre,,,,750000.0
Tunis,,Appartement,À Vendre,107.0,1.0,2,255000.0
Tunis,,Appartement,À Vendre,163.0,2.0,3,0.0
Tunis,,,À Vendre,100.0,1.0,3,150000.0
Tunis,,,À Vendre,100.0,1.0,3,160000.0
Tunis,,,À Vendre,100.0,1.0,3,160000.0
Nabeul,,Appartement,À Vendre,80.0,1.0,2,1.0
Tunis,,,À Vendre,56.0,1.0,1,178000.0
Sousse,,Appartement,À Vendre,,,,345000.0
Tunis,,,À Vendre,111.0,1.0,2,275000.0
Tunis,,,À Vendre,152.0,1.0,4,550000.0
Tunis,,,À Vendre,95.0,1.0,2,240000.0
Ariana,,,À Vendre,,,,320000.0
Tunis,,,À Vendre,400.0,0.0,0,500000.0
Sousse,,,À Vendre,131.0,0.0,2,340000.0
Sousse,,,À Vendre,131.0,0.0,2,340000.0
Ariana,,,À Vendre,192.0,2.0,3,550000.0
Ariana,,,À Vendre,100.0,1.0,2,230000.0
Tunis,,Appartement,À Vendre,147.0,2.0,3,335000.0
Ariana,,,À Vendre,121.0,1.0,2,300000.0
Ariana,,Appartement,À Vendre,125.0,2.0,3,330000.0
Ariana,,Appartement,À Vendre,,,1,260000.0
Sousse,,Appartement,À Louer,99.0,1.0,2,190000.0
Ben Arous,,,À Vendre,112.0,1.0,3,175000.0
Tunis,,,À Vendre,3.0,9.0,9,123.0
Ben Arous,,Appartement,À Vendre,1.0,1.0,3,118000.0
Sfax,,Appartement,À Vendre,124.0,1.0,3,125000.0
Sousse,,,À Vendre,,,,380000.0
Nabeul,,Appartement,À Vendre,95.0,1.0,1,0.0
Tunis,,Appartement,À Vendre,,,1,1.0
Sousse,,,À Vendre,12.0,1.0,1,1.0
Tunis,,,À Vendre,72.0,1.0,1,207000.0
Tunis,,Appartement,À Vendre,107.0,1.0,3,350000.0
Ariana,,,À Vendre,102.0,1.0,1,285.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,190000.0
Tunis,,Appartement,À Vendre,150.0,2.0,3,350000.0
Bizerte,,Appartement,À Vendre,85.0,1.0,2,149000.0
Tunis,,,À Vendre,,1.0,,187000.0
Nabeul,,,À Vendre,85.0,0.0,1,220000.0
Nabeul,,,À Vendre,95.0,1.0,2,120000.0
Tunis,,,À Vendre,158.0,2.0,4,330000.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,220000.0
Ariana,,,À Vendre,97.0,1.0,3,365.0
Nabeul,,Appartement,À Vendre,103.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,145.0,2.0,4,355000.0
Tunis,,,À Vendre,298.0,2.0,3,464998.0
Ariana,,,À Vendre,100.0,2.0,3,240000.0
Tunis,,Appartement,À Vendre,153.0,2.0,1,585000.0
Tunis,,Appartement,À Vendre,145.0,2.0,3,365000.0
Nabeul,,Appartement,À Vendre,122.0,1.0,3,0.0
Ariana,,,À Vendre,114.0,1.0,2,250000.0
Tunis,,Appartement,À Vendre,120.0,2.0,3,230000.0
Sousse,,Appartement,À Louer,0.0,1.0,0,440000.0
Sfax,,Appartement,À Vendre,,,3,95000.0
Béja,,,À Vendre,135.0,2.0,3,240000.0
Sousse,,Appartement,À Vendre,141.0,2.0,2,352000.0
Nabeul,,,À Vendre,200.0,2.0,2,900000.0
Tunis,,Appartement,À Vendre,0.1,2.0,3,680000.0
Ariana,,Appartement,À Vendre,80.0,1.0,3,120.0
Ariana,,Appartement,À Louer,80.0,0.0,1,1100.0
Ariana,,Appartement,À Louer,80.0,0.0,1,250000.0
Nabeul,,Appartement,À Vendre,98.0,1.0,2,1.0
Tunis,,,À Vendre,1000.0,1.0,1,650000.0
Ben Arous,,Appartement,À Vendre,125.0,1.0,2,175000.0
Ben Arous,,Appartement,À Vendre,105.0,2.0,2,210000.0
Ben Arous,,Appartement,À Vendre,125.0,2.0,3,240000.0
Sousse,,Appartement,À Vendre,161.0,0.0,3,500000.0
Sousse,,Appartement,À Vendre,75.0,0.0,1,240000.0
Sfax,,Appartement,À Vendre,90.0,1.0,3,110000.0
Monastir,,Appartement,À Vendre,116.0,1.0,4,135000.0
Sousse,,Appartement,À Vendre,200.0,0.0,4,490000.0
Sousse,,Appartement,À Vendre,111.0,2.0,3,450000.0
Tunis,,,À Vendre,,,1,270000.0
Nabeul,,Appartement,À Vendre,135.0,3.0,3,360.0
Tunis,,villa,À Vendre,98.0,1.0,2,185000.0
Tunis,,,À Vendre,,1.0,,269998.0
Tunis,,,À Vendre,,1.0,,243250.0
Tunis,,Appartement,À Louer,85.0,1.0,2,220000.0
Tunis,,Appartement,À Louer,130.0,1.0,3,260000.0
Sousse,,,À Louer,100.0,2.0,3,210000.0
Tunis,,,À Vendre,,,,320000.0
Tunis,,,À Vendre,9.0,0.0,0,0.0
Tunis,,,À Vendre,50.0,1.0,1,180000.0
Tunis,,Appartement,À Vendre,130.0,1.0,2,400000.0
Ben Arous,,villa,À Vendre,320.0,2.0,4,380000.0
La Manouba,,Appartement,À Vendre,127.0,1.0,3,230000.0
Nabeul,,,À Vendre,205.0,3.0,1,890000.0
Nabeul,,Appartement,À Vendre,120.0,2.0,1,275000.0
Nabeul,,,À Vendre,74.0,1.0,1,250000.0
Tunis,,,À Vendre,80.0,1.0,1,270000.0
Ariana,,Appartement,À Vendre,46.0,1.0,1,0.0
Tunis,,,À Vendre,74.0,2.0,3,220.0
Ariana,,,À Vendre,60.0,1.0,1,188000.0
Ariana,,Appartement,À Vendre,130.0,1.0,3,320000.0
Ariana,,Appartement,À Vendre,175.0,3.0,4,360000.0
Tunis,,Appartement,À Vendre,117.0,2.0,2,0.0
Tunis,,,À Vendre,85.0,1.0,2,220000.0
Tunis,,villa,À Vendre,200.0,1.0,2,380000.0
Nabeul,,,À Vendre,130.0,0.0,3,360000.0
Tunis,,villa,À Vendre,192.0,1.0,3,350000.0
Tunis,,,À Vendre,100.0,1.0,3,180000.0
Sfax,,,À Vendre,90.0,1.0,4,0.0
Sfax,,,À Vendre,90.0,1.0,4,0.0
Tunis,,,,,,1,240.0
Tunis,,,À Vendre,101.0,1.0,,272700.0
Tunis,,villa,À Vendre,150.0,1.0,3,350000.0
Tunis,,Appartement,À Vendre,200.0,0.0,3,1.0
Tunis,,Appartement,À Louer,220.0,3.0,2,1320000.0
Ariana,,villa,À Vendre,426.0,1.0,4,790000.0
Tunis,,Appartement,À Vendre,,,3,175.0
Tunis,,,À Vendre,441.0,,,0.0
Tunis,,Appartement,À Vendre,85.0,1.0,2,100.0
Sousse,,Appartement,À Vendre,121.0,1.0,2,500000.0
Ariana,,,À Vendre,,,,350000.0
Sousse,,Appartement,À Vendre,50.0,1.0,1,0.0
Tunis,,Appartement,À Vendre,1.0,1.0,2,70000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,140000.0
Ben Arous,,Appartement,À Vendre,90.0,1.0,,230.0
Tunis,,Appartement,À Vendre,83.0,1.0,2,450000.0
Tunis,,Appartement,À Vendre,126.0,1.0,2,669000.0
Ariana,,Appartement,À Vendre,200.0,0.0,4,1.0
Tunis,,Appartement,À Vendre,167.0,0.0,3,520000.0
Tunis,,Appartement,À Vendre,125.0,1.0,2,299000.0
Tunis,,,À Vendre,,1.0,,181230.0
La Manouba,,Appartement,À Louer,109.0,1.0,3,370000.0
Sousse,,Appartement,À Vendre,50.0,1.0,1,155000.0
Sousse,,Appartement,À Vendre,60.0,1.0,1,240000.0
Tunis,,Appartement,À Vendre,140.0,1.0,4,350.0
Tunis,,Appartement,À Vendre,110.0,1.0,2,300000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,370.0
Sousse,,Appartement,À Vendre,112.0,1.0,2,33333.0
Sousse,,Appartement,À Vendre,75.0,1.0,3,64.0
Tunis,,Appartement,À Vendre,,,3,310000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,160000.0
Sfax,,,À Vendre,90.0,1.0,4,0.0
Tunis,,,À Vendre,176.0,2.0,3,470000.0
Ben Arous,,Appartement,À Vendre,73.0,1.0,2,200000.0
Tunis,,Appartement,À Vendre,93.0,1.0,2,278000.0
Sousse,,Appartement,À Vendre,150.0,0.0,2,436000.0
Tunis,,,À Vendre,,,2,1.0
Tunis,,,À Vendre,120.0,1.0,3,160000.0
Nabeul,,Appartement,À Vendre,70.0,1.0,2,90000.0
Nabeul,,Appartement,À Vendre,74.0,1.0,1,165.0
Tunis,,Appartement,À Vendre,107.0,2.0,3,360000.0
Sousse,,Appartement,À Vendre,140.0,2.0,2,300000.0
Sousse,,,À Vendre,238.0,1.0,1,650000.0
Ariana,,,À Louer,105.0,2.0,4,349000.0
Nabeul,,,À Vendre,70.0,1.0,1,111000.0
