Region,Localisation,Type,Nature,Area,#Bathrooms,#Bedrooms,Price
Tunis,Tunis,,À Vendre,152.0,1.0,3,220000.0
Ben Arous,Ben_Arous,villa,À Vendre,273.0,,,580000.0
Sousse,Sousse,Maison,À Vendre,360.0,1.0,2,330000.0
Zaghouan,Zaghouan,villa,,,,,1.0
Nabeul,Nabeul,villa,À Vendre,269.0,2.0,3,27240491.0
Nabeul,Nabeul,Appartement,À Vendre,95.0,1.0,2,245000.0
Nabeul,Nabeul,Maison,À Vendre,220.0,1.0,1,280000.0
Nabeul,Nabeul,Maison,À Vendre,189.0,1.0,3,260000.0
Sidi Bouzid,Sidi_Bouzid,villa,À Vendre,427.0,1.0,3,600000.0
Nabeul,Nabeul,villa,À Vendre,204.0,2.0,3,670000.0
Tunis,Tunis,Maison,À Vendre,,,,0.0
Kairouan,Kairouan,Maison,À Vendre,280.0,1.0,3,0.0
La Manouba,La_Manouba,Maison,À Vendre,264.0,1.0,4,350000.0
Médenine,Mdenine,villa,À Vendre,350.0,2.0,3,0.0
Sousse,Sousse,Maison,À Vendre,,,,0.0
Tunis,Tunis,villa,À Vendre,580.0,3.0,6,1800000.0
Sousse,Sousse,villa,À Vendre,250.0,2.0,3,320000.0
Sousse,Sousse,villa,À Vendre,350.0,5.0,8,950000.0
Sousse,Sousse,villa,À Louer,500.0,1.0,1,1100000.0
Nabeul,Nabeul,villa,À Vendre,350.0,3.0,6,600000.0
Ben Arous,Ben_Arous,,À Vendre,516.0,4.0,12,490000.0
Ben Arous,Ben_Arous,Maison,À Vendre,420.0,2.0,4,680.0
Nabeul,Nabeul,villa,À Vendre,496.0,4.0,6,1.0
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,2,0.0
Nabeul,Nabeul,Maison,À Vendre,150.0,2.0,2,0.0
Ariana,Ariana,Appartement,À Vendre,90.0,1.0,2,120000.0
Nabeul,Nabeul,Appartement,À Vendre,100.0,1.0,2,240000.0
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,4,845000.0
Tunis,Tunis,villa,À Vendre,440.0,3.0,8,900000.0
Ariana,Ariana,villa,À Vendre,370.0,4.0,5,1400000.0
Tunis,Tunis,villa,À Vendre,750.0,5.0,5,0.0
Ariana,Ariana,villa,À Vendre,370.0,3.0,7,900000.0
Bizerte,Bizerte,villa,À Vendre,300.0,3.0,4,395.0
Monastir,Monastir,Maison,À Vendre,,,,180.0
Ariana,Ariana,Appartement,À Vendre,120.0,1.0,4,285.0
Tunis,Tunis,Maison,À Vendre,,,,280000.0
Sousse,Sousse,Maison,À Vendre,175.0,1.0,3,0.0
Ben Arous,Ben_Arous,,À Vendre,100.0,2.0,6,370000.0
Nabeul,Nabeul,villa,À Vendre,200.0,1.0,2,320000.0
Nabeul,Nabeul,villa,À Vendre,278.0,3.0,5,0.0
La Manouba,La_Manouba,,À Vendre,153.0,1.0,3,435000.0
Tunis,Tunis,Maison,À Vendre,,,3,126.0
Ariana,Ariana,,À Vendre,185.0,1.0,4,460000.0
Ben Arous,Ben_Arous,Maison,À Vendre,126.0,0.0,3,125000.0
Ariana,Ariana,,À Vendre,100.0,1.0,2,150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,1.0,4,185.0
Ariana,Ariana,Maison,À Vendre,350.0,2.0,3,0.0
Nabeul,Nabeul,villa,À Vendre,605.0,5.0,5,690000.0
Ben Arous,Ben_Arous,villa,À Vendre,460.0,2.0,4,720000.0
Sfax,Sfax,villa,À Vendre,543.0,,,0.0
Tunis,Tunis,,À Vendre,200.0,2.0,3,480000.0
Ben Arous,Ben_Arous,Maison,À Vendre,485.0,2.0,3,280000.0
Ariana,Ariana,villa,À Vendre,270.0,4.0,6,570000.0
Ben Arous,Ben_Arous,Maison,À Vendre,370.0,2.0,4,379999.0
Ariana,Ariana,villa,À Vendre,640.0,5.0,4,2.0
Nabeul,Nabeul,villa,À Louer,267.0,2.0,2,630000.0
Sfax,Sfax,villa,À Vendre,850.0,2.0,4,350000.0
Ariana,,Appartement,À Vendre,150.0,2.0,3,360000.0
Ariana,,,À Vendre,120.0,,5,260000.0
Ariana,,Appartement,À Vendre,177.0,2.0,4,400000.0
Ariana,,Appartement,À Vendre,150.0,3.0,3,400000.0
Nabeul,,,À Vendre,190.0,5.0,5,220000.0
Ariana,,,À Vendre,100.0,1.0,3,220000.0
Ariana,,Appartement,À Vendre,200.0,1.0,2,100000.0
Tunis,,Appartement,À Vendre,,,,176000.0
Ariana,,Appartement,À Vendre,,,,315000.0
Tunis,,Appartement,À Vendre,,,,0.0
Tunis,,,À Vendre,80.0,1.0,2,325000.0
Tunis,,Appartement,À Vendre,100.0,2.0,2,255000.0
Tunis,,,À Vendre,113.0,2.0,2,330000.0
Ariana,,,À Vendre,100.0,1.0,4,160000.0
Tunis,,Appartement,À Vendre,1.0,1.0,1,1.0
Tunis,,,À Vendre,,,,1.0
Tunis,,,À Vendre,1.0,1.0,1,167000.0
Tunis,,,À Vendre,57.0,1.0,1,165000.0
Tunis,,,À Vendre,50.0,1.0,1,230.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,2,180000.0
Tunis,,Appartement,À Vendre,110.0,1.0,3,250000.0
Tunis,,,À Vendre,590.0,0.0,0,1.0
Tunis,,Appartement,À Vendre,,,2,330.0
Tunis,,,À Vendre,114.0,2.0,2,330000.0
Tunis,,,À Vendre,140.0,2.0,3,315000.0
Tunis,,Appartement,À Vendre,140.0,2.0,3,360000.0
Tunis,,,À Vendre,61.0,1.0,1,1.0
Ariana,,,À Vendre,110.0,2.0,3,240.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,2,230000.0
Tunis,,,À Vendre,40.0,1.0,1,169000.0
Ariana,,,À Vendre,65.0,1.0,1,199000.0
Tunis,,,À Vendre,118.0,1.0,2,327000.0
Tunis,,,À Vendre,59.0,1.0,1,176000.0
Tunis,,,À Vendre,80.0,1.0,2,305000.0
Nabeul,,Appartement,À Vendre,230.0,4.0,4,930000.0
Ben Arous,,Appartement,À Vendre,77.0,1.0,2,190000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,120000.0
Ben Arous,,Appartement,À Vendre,108.0,2.0,3,290000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,85000.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,2,200000.0
Ben Arous,,Appartement,À Vendre,70.0,1.0,2,190000.0
Ben Arous,,Appartement,À Vendre,76.0,1.0,2,100000.0
Tunis,,,À Louer,100.0,1.0,1,240000.0
Tunis,,,À Vendre,,1.0,2,200000.0
Tunis,,Appartement,À Vendre,56.0,1.0,1,190000.0
Tunis,,Appartement,À Vendre,48.0,1.0,1,167000.0
Tunis,,Appartement,À Vendre,120.0,1.0,3,255000.0
Tunis,,Appartement,À Vendre,54.0,1.0,1,185000.0
Tunis,,,À Vendre,1.0,2.0,2,1.0
Tunis,,Appartement,À Vendre,172.0,2.0,4,340000.0
Tunis,,,À Vendre,108.0,1.0,2,250000.0
Tunis,,,À Vendre,162.0,2.0,4,358000.0
Nabeul,,Appartement,À Vendre,300.0,2.0,2,750000.0
Sousse,,Appartement,À Vendre,,,1,330.0
Ariana,,,À Vendre,87.0,1.0,1,290000.0
Sousse,,Appartement,À Vendre,107.0,1.0,3,210000.0
Nabeul,,,À Vendre,53.0,1.0,1,0.0
Ariana,,,À Vendre,162.0,2.0,3,495000.0
Ariana,,,À Vendre,,,,780.0
Ariana,,Appartement,À Vendre,150.0,3.0,4,450000.0
Ariana,,,À Vendre,175.0,2.0,3,575000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,240000.0
Nabeul,,,À Louer,114.0,2.0,2,400000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,360000.0
Nabeul,,,À Vendre,110.0,0.0,2,400000.0
Nabeul,,,À Vendre,145.0,0.0,3,520000.0
Tunis,,,À Vendre,145.0,1.0,3,265000.0
Ariana,,,À Louer,117.0,1.0,3,280000.0
Ariana,,villa,À Vendre,240.0,1.0,4,1.0
Ariana,,Appartement,À Vendre,139.0,2.0,3,0.0
Nabeul,,Appartement,À Vendre,150.0,2.0,1,650000.0
Ben Arous,,Appartement,À Vendre,110.0,1.0,3,220000.0
Ben Arous,,,À Vendre,80.0,1.0,1,125000.0
Ben Arous,,,À Vendre,130.0,2.0,1,360000.0
Ben Arous,,Appartement,À Vendre,77.0,1.0,2,0.0
Monastir,,,À Vendre,75.0,1.0,2,150000.0
Mahdia,,Appartement,À Vendre,,,,0.0
Monastir,,Appartement,À Vendre,,,2,170000.0
Monastir,,,À Vendre,64.0,1.0,1,125000.0
Sousse,,Appartement,À Vendre,61.5,1.0,1,255000.0
Sousse,,Appartement,À Vendre,,,2,280000.0
Ariana,,Appartement,À Louer,45.0,1.0,1,165000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,2,170000.0
Tunis,,,À Vendre,76.0,1.0,1,185000.0
Ben Arous,,Appartement,À Vendre,121.0,2.0,3,270000.0
Tunis,,,À Vendre,56.0,1.0,1,190000.0
Ariana,,,À Vendre,120.0,2.0,3,180000.0
Ariana,,,À Vendre,120.0,2.0,2,334998.0
Tunis,,,À Vendre,90.0,1.0,3,234000.0
Tunis,,,À Vendre,110.0,2.0,2,11111.0
Bizerte,,Appartement,À Vendre,89.0,1.0,2,200000.0
Ariana,,,À Vendre,117.0,1.0,2,285000.0
Tunis,,,À Vendre,100.0,1.0,2,240000.0
Bizerte,,Appartement,À Vendre,150.0,2.0,3,0.0
Nabeul,,,À Vendre,77.0,1.0,1,320000.0
Ben Arous,,Appartement,À Vendre,58.0,1.0,2,108000.0
Ben Arous,,Appartement,À Vendre,0.0,0.0,0,129000.0
Ariana,,,À Vendre,138.0,2.0,3,330000.0
Ariana,,,À Vendre,115.0,2.0,3,290000.0
Ariana,,,À Vendre,50.0,1.0,1,118000.0
Ariana,,,À Vendre,40.0,1.0,1,165000.0
Ariana,,Appartement,À Vendre,157.0,2.0,4,400000.0
Nabeul,,,À Vendre,155.0,2.0,3,530000.0
Nabeul,,Appartement,À Vendre,59.0,1.0,1,0.0
Ben Arous,,Appartement,À Vendre,140.0,2.0,3,0.0
Sfax,,,À Vendre,88.0,1.0,3,75000.0
Tunis,,,À Vendre,112.0,2.0,2,1.0
Tunis,,,À Vendre,60.0,1.0,1,205000.0
Tunis,,Appartement,À Vendre,85.0,1.0,1,0.0
Tunis,,,À Vendre,165.0,2.0,3,368000.0
Tunis,,,À Vendre,200.0,2.0,4,460000.0
Tunis,,,À Louer,106.0,1.0,2,1600.0
Tunis,,Appartement,À Vendre,68.0,1.0,1,157000.0
Tunis,,Appartement,À Vendre,142.0,2.0,2,0.0
Ben Arous,,Appartement,À Vendre,,,,159000.0
Tunis,,,À Vendre,118.0,1.0,2,290000.0
Tunis,,,À Vendre,195.0,2.0,3,570000.0
Tunis,,,À Vendre,185.0,2.0,4,365000.0
Tunis,,,À Vendre,,,1,290000.0
Tunis,,,À Vendre,72.0,1.0,1,320000.0
Tunis,,,À Vendre,154.0,2.0,2,680000.0
Tunis,,,À Vendre,64.9,1.0,1,227000.0
Monastir,,villa,À Vendre,179.0,3.0,3,218000.0
Tunis,,,À Vendre,190.0,3.0,3,650000.0
Nabeul,,Appartement,À Vendre,135.0,2.0,3,370000.0
Nabeul,,,À Vendre,65.0,1.0,1,250000.0
Nabeul,,,À Vendre,150.0,1.0,3,530000.0
Tunis,,,À Vendre,130.0,1.0,3,285000.0
Sousse,,Appartement,À Vendre,78.0,1.0,2,168.0
Tunis,,Appartement,À Vendre,129.0,2.0,2,0.0
Tunis,,Appartement,À Vendre,114.0,2.0,2,380000.0
Ariana,,Appartement,À Vendre,175.0,2.0,3,0.0
Ben Arous,,Appartement,À Vendre,50.0,1.0,-1,0.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,240000.0
Ariana,,Appartement,À Vendre,130.0,1.0,3,365000.0
Ariana,,Appartement,À Vendre,71.0,1.0,1,0.0
Ariana,,Appartement,À Vendre,140.0,2.0,3,0.0
Ariana,,Appartement,À Vendre,146.0,1.0,3,0.0
Sousse,,Appartement,À Vendre,85.0,1.0,2,145000.0
Tunis,,,À Louer,71.0,1.0,1,0.0
Sousse,,Appartement,À Vendre,75.0,1.0,1,270000.0
Sousse,,Appartement,À Vendre,82.0,1.0,2,385000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,170000.0
Tunis,,Appartement,À Vendre,120.0,2.0,3,320000.0
Ariana,,Appartement,À Vendre,50.0,1.0,1,180000.0
Nabeul,,,À Vendre,65.0,1.0,1,265000.0
Sousse,,Appartement,À Vendre,,,2,280000.0
Tunis,,Appartement,À Vendre,,,3,550000.0
Tunis,,Appartement,À Vendre,154.0,2.0,2,680000.0
Tunis,,,À Vendre,288.0,3.0,5,980000.0
Tunis,,,À Vendre,70.0,1.0,1,410000.0
Ben Arous,,Appartement,À Vendre,160.0,1.0,3,360.0
Ariana,,,À Vendre,157.0,2.0,3,365000.0
Tunis,,,À Louer,72.0,1.0,1,320.0
Ben Arous,,Appartement,À Vendre,110.0,1.0,2,180000.0
Ben Arous,,Appartement,À Vendre,110.0,1.0,2,180000.0
Ariana,,,À Vendre,91.0,1.0,02,295.0
Tunis,,,À Vendre,31.0,1.0,1,100000.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,3,1.0
Ariana,,,À Vendre,,,2,105000.0
Tunis,,,À Vendre,98.0,,3,270000.0
Ariana,,,À Vendre,55.0,1.0,1,180000.0
Tunis,,,À Vendre,101.0,1.0,2,270000.0
Ariana,,,À Vendre,,1.0,,202000.0
Sousse,,,À Vendre,100.0,0.0,2,250000.0
Sousse,,,À Vendre,100.0,0.0,2,250000.0
Nabeul,,,À Vendre,,,3,375000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,1,140000.0
Ariana,,,À Vendre,114.0,1.0,2,295000.0
Ariana,,,À Vendre,1.0,112.0,2,255000.0
Ariana,,,À Vendre,75.0,1.0,2,195.0
Sousse,,Appartement,À Vendre,100.0,2.0,2,255.0
Ben Arous,,Appartement,À Vendre,176.0,3.0,3,350000.0
Tunis,,,À Vendre,80.0,1.0,2,325000.0
Ariana,,,À Vendre,84.0,1.0,1,320000.0
Sousse,,Appartement,À Louer,75.0,1.0,2,270000.0
Tunis,,,À Vendre,125.0,1.0,3,270000.0
Ben Arous,,,À Vendre,85.0,1.0,3,165000.0
Ariana,,Appartement,À Vendre,,,,290000.0
Sfax,,,À Vendre,69.0,,,0.0
Ariana,,Appartement,À Vendre,53.0,1.0,1,140000.0
Bizerte,,Appartement,À Vendre,126.0,0.0,2,370000.0
Tunis,,,À Vendre,,,,180000.0
Tunis,,,À Vendre,55.0,1.0,1,180000.0
Ariana,,Appartement,À Vendre,222.0,3.0,5,770000.0
Nabeul,,,À Vendre,122.0,1.0,2,384200.0
Tunis,,Appartement,À Vendre,60.0,1.0,1,165000.0
Ariana,,Appartement,À Louer,100.0,1.0,2,220000.0
Tunis,,Appartement,À Vendre,172.0,2.0,4,340000.0
Sousse,,Appartement,À Vendre,0.0,1.0,1,171000.0
Ben Arous,,,À Vendre,65.0,1.0,1,1.0
Tunis,,Appartement,À Vendre,172.0,2.0,4,340000.0
Sousse,,Appartement,À Vendre,0.0,0.0,0,200000.0
Sousse,,Appartement,À Vendre,60.0,0.0,1,102000.0
Tunis,,Appartement,À Vendre,53.0,1.0,1,165000.0
Ben Arous,,,À Vendre,79.0,1.0,2,135000.0
Tunis,,Appartement,À Vendre,90.4,1.0,2,0.0
Tunis,,Appartement,À Vendre,140.0,2.0,3,320000.0
Tunis,,,À Vendre,,,2,210000.0
Tunis,,,À Vendre,53.0,1.0,2,145000.0
Nabeul,,,À Vendre,55.09,0.0,1,250000.0
Tunis,,Appartement,À Vendre,140.0,2.0,3,360000.0
Tunis,,Appartement,À Vendre,185.0,2.0,3,440000.0
Tunis,,Appartement,À Vendre,145.0,2.0,3,280000.0
Tunis,,Appartement,À Vendre,145.0,2.0,3,280000.0
La Manouba,,Appartement,À Vendre,162.0,2.0,3,375000.0
La Manouba,,Appartement,À Vendre,103.0,1.0,2,225000.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,245000.0
Ariana,,,À Vendre,,,1,345000.0
Ariana,,,À Vendre,120.0,2.0,02,340.0
Ariana,,,À Vendre,205.0,3.0,4,600000.0
Tunis,,Appartement,À Vendre,109.0,1.0,2,215000.0
Tunis,,Appartement,À Vendre,109.0,1.0,2,210000.0
Ariana,,,À Vendre,120.0,2.0,2,175000.0
Tunis,,Appartement,À Vendre,97.0,1.0,2,215000.0
Tunis,,Appartement,À Vendre,150.0,2.0,,408000.0
Tunis,,Appartement,À Vendre,109.0,1.0,2,215000.0
Tunis,,Appartement,À Vendre,147.6,2.0,3,370000.0
Tunis,,,À Vendre,64.0,1.0,1,205000.0
Tunis,,,À Vendre,55.0,5.0,1,180000.0
Tunis,,,À Vendre,150.0,1.0,3,350000.0
Tunis,,,À Vendre,182.0,1.0,3,445000.0
Tunis,,,À Vendre,98.0,1.0,3,270000.0
Tunis,,,À Vendre,132.0,2.0,3,320000.0
Tunis,,,À Vendre,140.0,1.0,3,0.0
Nabeul,,,À Vendre,230.0,2.0,4,660000.0
Tunis,,Appartement,À Vendre,60.0,1.0,1,164999.0
Sousse,,Appartement,À Vendre,73.0,1.0,1,250000.0
Sousse,,Appartement,À Vendre,118.0,2.0,2,326000.0
Sousse,,Appartement,À Vendre,97.0,1.0,1,250000.0
Tunis,,,À Vendre,195.5,3.0,4,365000.0
Tunis,,,À Vendre,120.0,1.0,2,290000.0
Tunis,,Appartement,À Vendre,127.0,1.0,2,465000.0
Tunis,,Appartement,À Vendre,107.0,1.0,1,319000.0
Sfax,,Appartement,À Vendre,85.0,1.0,0,0.0
Tunis,,Appartement,À Vendre,71.0,1.0,1,260000.0
Tunis,,Appartement,À Vendre,125.0,1.0,1,363000.0
Ariana,,Appartement,À Vendre,129.0,0.0,1,410000.0
Tunis,,Appartement,À Vendre,50.0,0.0,1,195000.0
Tunis,,Appartement,À Vendre,70.0,0.0,1,220000.0
Tunis,,,À Vendre,178.0,2.0,3,470000.0
Tunis,,,À Vendre,94.0,1.0,2,240000.0
Ariana,,,À Vendre,300.0,1.0,3,870000.0
Tunis,,,À Vendre,67.0,1.0,1,227000.0
Tunis,,Appartement,À Vendre,154.0,1.0,2,420000.0
Tunis,,Appartement,À Vendre,155.0,0.0,3,294998.0
Ben Arous,,Appartement,À Vendre,60.0,1.0,1,80000.0
Tunis,,,À Vendre,119.0,2.0,2,0.0
Ben Arous,,Appartement,À Vendre,104.0,1.0,2,0.0
Ariana,,Appartement,À Vendre,140.0,0.0,3,640000.0
Ben Arous,,,À Vendre,16.0,1.0,1,40000.0
Ben Arous,,Appartement,À Vendre,92.0,1.0,2,220000.0
Ben Arous,,Appartement,À Vendre,153.0,2.0,2,255000.0
Ben Arous,,Appartement,À Vendre,117.0,2.0,2,0.0
Ben Arous,,,À Vendre,104.0,1.0,2,0.0
Ben Arous,,,À Louer,84.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,111.0,2.0,3,0.0
Tunis,,,À Vendre,80.0,1.0,,179.0
Ben Arous,,Appartement,À Vendre,156.0,2.0,3,1.0
Monastir,,Appartement,À Vendre,66.0,1.0,2,185000.0
Monastir,,Appartement,À Vendre,48.0,1.0,1,152000.0
Monastir,,Appartement,À Vendre,132.0,2.0,3,338000.0
Tunis,,,À Vendre,165.0,2.0,4,330000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,125000.0
Tunis,,Appartement,À Vendre,105.0,1.0,3,95000.0
La Manouba,,,À Vendre,125.0,2.0,3,230000.0
Tunis,,Appartement,À Vendre,110.0,1.0,3,250000.0
Tunis,,,À Vendre,130.0,2.0,3,380.0
Nabeul,,Appartement,À Vendre,120.0,1.0,2,235000.0
Tunis,,,À Vendre,101.0,1.0,4,200000.0
Ariana,,Appartement,À Vendre,162.0,3.0,3,640000.0
Ariana,,,À Vendre,165.0,3.0,3,495000.0
Ariana,,Appartement,À Vendre,210.0,2.0,4,650000.0
Ariana,,,À Vendre,190.0,2.0,3,810000.0
Ariana,,,À Vendre,214.0,2.0,3,635000.0
Ariana,,,À Vendre,228.0,2.0,3,650000.0
Sousse,,Appartement,À Vendre,1.0,0.0,2,189000.0
Ariana,,,À Vendre,188.0,2.0,3,830000.0
Ariana,,,À Vendre,228.0,2.0,3,650000.0
Ben Arous,,Appartement,À Vendre,120.0,2.0,3,270000.0
Ben Arous,,Appartement,À Vendre,135.0,1.0,3,235000.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,1,198000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,150000.0
Ariana,,Appartement,À Vendre,125.0,1.0,1,389000.0
Ariana,,Appartement,À Vendre,100.0,1.0,2,1.0
Tunis,,Appartement,À Vendre,120.0,1.0,5,220000.0
Tunis,,,À Vendre,150.0,1.0,3,340000.0
Tunis,,Appartement,À Vendre,70.0,1.0,2,65000.0
Tunis,,Appartement,À Vendre,98.0,2.0,2,250000.0
Tunis,,Appartement,À Vendre,154.0,2.0,3,370000.0
Tunis,,Appartement,À Vendre,100.0,1.0,4,280000.0
Ben Arous,,,À Vendre,85.0,1.0,1,210000.0
Nabeul,,Appartement,À Vendre,75.0,1.0,1,72000.0
Tunis,,Appartement,À Vendre,138.0,2.0,3,280000.0
Sousse,,Appartement,À Vendre,163.0,1.0,2,310000.0
Sousse,,Appartement,À Vendre,163.0,1.0,2,310000.0
Tunis,,Appartement,À Vendre,72.0,1.0,1,320000.0
Ariana,,,À Vendre,,,2,290000.0
Nabeul,,Appartement,À Vendre,93.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,160.0,2.0,3,480000.0
Tunis,,,À Vendre,120.0,2.0,2,335000.0
Tunis,,Appartement,À Vendre,147.6,2.0,3,370000.0
Ariana,,Appartement,À Vendre,146.0,2.0,3,340000.0
Ariana,,,À Vendre,97.0,1.0,2,285000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,1,140000.0
Tunis,,Appartement,À Vendre,145.0,2.0,3,280000.0
Tunis,,Appartement,À Vendre,107.0,1.0,2,255000.0
Tunis,,Appartement,À Vendre,140.0,2.0,3,320000.0
Tunis,,Appartement,À Vendre,145.0,2.0,3,280000.0
Tunis,,Appartement,À Vendre,109.0,1.0,2,215000.0
Ariana,,,À Vendre,1.0,1.0,1,4200.0
Nabeul,,,À Vendre,200.0,3.0,2,
Tunis,,villa,À Vendre,800.0,5.0,6,0.0
Tunis,,,À Vendre,127.0,1.0,2,400000.0
Ariana,,villa,À Vendre,380.0,3.0,4,989999.0
Tunis,,,À Vendre,65.0,1.0,-1,230000.0
Ariana,,Appartement,À Vendre,113.0,2.0,2,335000.0
Tunis,,,À Louer,138.0,2.0,3,290000.0
Tunis,,,À Vendre,55.0,1.0,1,184997.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,220000.0
Nabeul,,Appartement,À Vendre,300.0,1.0,2,1.0
Nabeul,,,À Vendre,68.0,1.0,1,277000.0
Tunis,,,À Vendre,80.0,1.0,2,250000.0
Mahdia,,Appartement,À Vendre,96.0,1.0,02,276000.0
Nabeul,,,À Vendre,74.0,1.0,1,270000.0
Nabeul,,,À Vendre,70.0,1.0,1,270000.0
Ben Arous,,Appartement,À Vendre,81.0,2.0,2,255000.0
Ariana,,,À Vendre,,1.0,,120000.0
Ben Arous,,,À Vendre,80.0,1.0,2,0.0
Nabeul,,,À Vendre,153.0,0.0,3,384997.0
Nabeul,,,À Vendre,190.0,0.0,3,510000.0
Nabeul,,,À Vendre,97.0,1.0,2,400000.0
Sfax,,,À Vendre,116.0,2.0,3,250000.0
Sousse,,Appartement,À Vendre,63.0,1.0,1,210.0
Tunis,,Appartement,À Vendre,80.0,1.0,2,105000.0
Tunis,,Appartement,À Vendre,,,,215000.0
Sousse,,Appartement,À Vendre,97.0,1.0,3,420000.0
Nabeul,,Appartement,À Vendre,101.0,1.0,3,330000.0
Tunis,,Appartement,À Vendre,93.0,1.0,4,110000.0
Ben Arous,,Appartement,À Vendre,82.0,1.0,3,120000.0
Tunis,,Appartement,À Vendre,128.0,1.0,2,240000.0
Ariana,,Appartement,À Vendre,134.0,1.0,2,320000.0
Nabeul,,,À Vendre,98.0,2.0,1,400000.0
Tunis,,,À Vendre,80.0,1.0,2,250000.0
Ben Arous,,Appartement,À Vendre,90.0,1.0,2,130000.0
Tunis,,,À Louer,,1.0,,250000.0
Tunis,,,À Vendre,109.0,2.0,2,724000.0
Ariana,,Appartement,À Vendre,60.0,1.0,1,190000.0
Tunis,,,À Vendre,,,1,227000.0
Mahdia,,Maison,À Vendre,83.0,1.0,2,170.0
Ariana,,,À Vendre,40.0,1.0,1,185000.0
Ariana,,Appartement,À Louer,80.0,1.0,1,409000.0
Mahdia,,,À Vendre,120.0,1.0,3,240000.0
Tunis,,Appartement,À Vendre,100.0,1.0,3,0.0
Tunis,,,À Vendre,,1.0,,320000.0
Tunis,,,À Louer,,,2,280000.0
Sousse,,Appartement,À Vendre,71.0,0.0,1,350000.0
Tunis,,,À Louer,139.0,2.0,3,350000.0
Ben Arous,,Appartement,À Vendre,116.0,2.0,2,260000.0
Ben Arous,,Appartement,À Vendre,156.0,1.0,3,1.0
Ben Arous,,Appartement,À Vendre,79.0,1.0,2,135000.0
Tunis,,,À Vendre,85.0,1.0,1,400000.0
Tunis,,,À Louer,43.0,1.0,1,250000.0
Tunis,,,À Vendre,,,,255000.0
Ben Arous,,Appartement,À Vendre,168.0,2.0,4,440000.0
Ben Arous,,Appartement,À Vendre,85.0,1.0,2,150000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,160000.0
Ben Arous,,Appartement,À Vendre,72.0,1.0,2,110000.0
Sousse,,Appartement,À Vendre,110.0,0.0,2,265000.0
Sousse,,Appartement,À Vendre,80.0,0.0,2,282000.0
Ben Arous,,,À Vendre,70.0,1.0,2,120000.0
Sousse,,Appartement,À Vendre,108.0,1.0,-1,350.0
Nabeul,,Appartement,À Vendre,114.0,1.0,2,400000.0
Tunis,,,À Vendre,55.0,1.0,1,179998.0
Ariana,,,À Vendre,73.0,1.0,1,200000.0
Sousse,,villa,À Vendre,260.0,0.0,3,470000.0
Tunis,,,À Vendre,112.0,1.0,2,530000.0
Ben Arous,,,À Vendre,102.0,2.0,2,250000.0
Sfax,,Appartement,À Vendre,171.0,3.0,4,360.0
La Manouba,,Appartement,À Vendre,112.0,1.0,3,225000.0
Ben Arous,,,À Vendre,59.0,1.0,1,80000.0
Ben Arous,,,À Vendre,121.0,2.0,3,270000.0
Tunis,,,À Vendre,,,2,260000.0
Ben Arous,,Appartement,À Vendre,115.0,2.0,3,170000.0
Tunis,,Appartement,À Vendre,103.0,2.0,2,400000.0
Tunis,,Appartement,À Vendre,116.0,1.0,2,280000.0
Tunis,,Appartement,À Vendre,132.5,1.0,2,550000.0
Tunis,,Appartement,À Vendre,209.0,1.0,1,430000.0
Tunis,,Appartement,À Vendre,120.0,1.0,2,370000.0
Ariana,,Appartement,À Vendre,169.0,1.0,1,480000.0
Tunis,,Appartement,À Vendre,1.0,1.0,2,180000.0
Ariana,,,À Vendre,183.0,1.0,3,1.0
Tunis,,Appartement,À Vendre,103.0,1.0,2,572000.0
Tunis,,Appartement,À Vendre,1.0,1.0,4,395000.0
Ariana,,,À Vendre,129.0,1.0,4,495000.0
Tunis,,,À Vendre,172.0,1.0,3,750000.0
Tunis,,,À Vendre,100.5,1.0,2,558000.0
Tunis,,,À Vendre,289.0,1.0,3,1.0
Tunis,,,À Vendre,87.0,1.0,1,330000.0
Tunis,,,À Vendre,90.0,2.0,3,280000.0
Tunis,,Appartement,À Vendre,73.0,1.0,0,210000.0
