Region,Type,Area,#Bathrooms,#Bedrooms,Price
Tunis,Appartement,45.0,1.0,2.0,130000.0
Tunis,Appartement,100.0,2.0,3.0,130000.0
Nabeul,Appartement,103.0,1.0,2.0,130000.0
Sousse,Appartement,90.0,1.0,2.0,300000.0
Sfax,Appartement,230.0,1.0,2.0,450000.0
Sousse,Appartement,150.0,1.0,2.0,375000.0
Sousse,Appartement,78.0,1.0,1.0,264003.0
Tunis,Appartement,183.0,3.0,3.0,970000.0
Sousse,Appartement,138.0,2.0,3.0,460000.0
La Manouba,Appartement,84.0,1.0,2.0,157000.0
Ariana,Appartement,106.0,1.0,3.0,132000.0
Nabeul,Appartement,100.0,2.0,2.0,320000.0
Tunis,Appartement,150.0,2.0,3.0,490000.0
Ariana,Appartement,100.0,1.0,2.0,250000.0
Ariana,Appartement,156.0,2.0,3.0,650000.0
Tunis,Appartement,125.0,2.0,2.0,590000.0
Tunis,Appartement,194.0,1.0,3.0,550000.0
Sousse,Appartement,128.0,1.0,2.0,505600.0
Sousse,Appartement,115.0,1.0,2.0,488750.0
Ariana,Appartement,140.0,2.0,2.0,370000.0
Ben Arous,Appartement,144.0,1.0,3.0,130000.0
Tunis,Appartement,50.0,1.0,2.0,130000.0
Ben Arous,Appartement,121.0,2.0,3.0,242000.0
Nabeul,Appartement,74.0,1.0,1.0,212000.0
Tunis,Appartement,110.0,1.0,3.0,200000.0
Tunis,Appartement,65.0,1.0,1.0,227000.0
Ariana,Appartement,111.0,2.0,3.0,345000.0
Nabeul,Appartement,100.0,1.0,2.0,160000.0
Tunis,Appartement,213.0,2.0,3.0,1000000.0
Tunis,Appartement,121.0,1.0,1.0,275000.0
Ariana,Appartement,72.0,1.0,1.0,200000.0
Ariana,Appartement,100.0,2.0,3.0,130000.0
Tunis,Appartement,400.0,2.0,4.0,800000.0
Nabeul,Appartement,86.0,1.0,2.0,305000.0
Nabeul,Appartement,65.0,1.0,1.0,130000.0
Mahdia,Appartement,55.0,1.0,1.0,200000.0
Mahdia,Appartement,101.0,1.0,2.0,202000.0
Sousse,Appartement,90.0,1.0,2.0,130000.0
Tunis,Appartement,60.0,1.0,2.0,163000.0
La Manouba,Appartement,100.0,1.0,3.0,219000.0
Tunis,Appartement,123.0,2.0,3.0,395000.0
Sfax,Appartement,56.0,1.0,2.0,130000.0
Tunis,Appartement,124.0,1.0,3.0,320000.0
Ariana,Appartement,86.0,1.0,1.0,245000.0
Ariana,Appartement,112.0,2.0,2.0,385000.0
Monastir,Appartement,120.0,2.0,3.0,169000.0
Tunis,Appartement,144.0,2.0,3.0,380000.0
Nabeul,Appartement,70.0,1.0,1.0,235000.0
Tunis,Appartement,154.0,1.0,2.0,680000.0
Nabeul,Appartement,95.0,1.0,2.0,240000.0
Ariana,Appartement,117.0,2.0,2.0,410000.0
La Manouba,Appartement,110.0,1.0,2.0,165000.0
Nabeul,Appartement,160.0,1.0,2.0,280000.0
Tunis,Appartement,134.0,1.0,4.0,340000.0
Ben Arous,Appartement,115.0,1.0,4.0,140000.0
Tunis,Appartement,60.0,1.0,2.0,165000.0
Tunis,Appartement,71.0,1.0,4.0,130000.0
Nabeul,Appartement,115.0,1.0,2.0,130000.0
Sousse,Appartement,124.0,2.0,2.0,340000.0
Sousse,Appartement,150.0,1.0,3.0,290000.0
Tunis,Appartement,120.0,1.0,3.0,130000.0
Tunis,Appartement,41.0,1.0,1.0,169000.0
Bizerte,Appartement,70.0,1.0,2.0,130000.0
Sousse,Appartement,169.0,1.0,3.0,130000.0
Ben Arous,Appartement,80.0,2.0,3.0,380000.0
Ariana,Appartement,175.0,2.0,3.0,420000.0
Nabeul,Appartement,74.0,1.0,1.0,165000.0
Nabeul,Appartement,112.0,1.0,2.0,130000.0
Tunis,Appartement,116.0,1.0,2.0,420000.0
Tunis,Appartement,98.0,1.0,2.0,195000.0
Tunis,Appartement,990.0,1.0,3.0,130000.0
Tunis,Appartement,111.0,2.0,3.0,350000.0
Tunis,Appartement,100.0,1.0,2.0,400000.0
Sousse,Appartement,107.0,1.0,3.0,280000.0
Sousse,Appartement,144.0,2.0,2.0,950000.0
Sousse,Appartement,180.0,2.0,3.0,480000.0
Ariana,Appartement,80.0,1.0,1.0,244000.0
Ben Arous,Appartement,115.0,1.0,3.0,200000.0
Tunis,Appartement,117.0,1.0,2.0,270000.0
Tunis,Appartement,53.0,1.0,2.0,138000.0
Tunis,Villa,142.0,2.0,3.0,330000.0
Tunis,Appartement,95.0,1.0,2.0,210000.0
Tunis,Appartement,115.0,2.0,2.0,620000.0
Sousse,Appartement,124.0,1.0,2.0,534000.0
Sfax,Appartement,155.0,2.0,3.0,130000.0
Ben Arous,Appartement,88.0,1.0,1.0,130000.0
Bizerte,Appartement,55.0,1.0,1.0,130000.0
Ariana,Appartement,45.0,1.0,1.0,205000.0
Tunis,Appartement,117.0,1.0,2.0,380000.0
Nabeul,Appartement,148.0,1.0,3.0,200000.0
Ariana,Appartement,120.0,1.0,3.0,130000.0
Ariana,Appartement,114.0,2.0,2.0,270000.0
Sousse,Appartement,85.0,1.0,2.0,350000.0
Tunis,Appartement,120.0,1.0,2.0,400000.0
Ariana,Appartement,59.0,1.0,1.0,273000.0
Tunis,Appartement,137.0,1.0,3.0,345000.0
Ariana,Appartement,65.0,1.0,1.0,241000.0
Ben Arous,Appartement,104.0,1.0,3.0,250000.0
Ben Arous,Appartement,104.0,1.0,3.0,235000.0
Ariana,Appartement,120.0,1.0,2.0,450000.0
Ariana,Appartement,107.0,1.0,3.0,160000.0
Nabeul,Appartement,180.0,1.0,1.0,199999.0
Tunis,Appartement,165.0,2.0,4.0,385000.0
Tunis,Appartement,50.0,1.0,1.0,240000.0
Nabeul,Appartement,116.0,1.0,2.0,388000.0
Tunis,Appartement,66.0,1.0,4.0,235000.0
Tunis,Appartement,154.0,2.0,3.0,360000.0
Sousse,Appartement,85.0,1.0,2.0,330000.0
Nabeul,Appartement,60.0,1.0,1.0,2300000.0
Tunis,Appartement,48.0,1.0,1.0,171000.0
Tunis,Appartement,138.0,2.0,3.0,240000.0
Ben Arous,Appartement,58.0,1.0,1.0,130000.0
Ben Arous,Appartement,110.0,1.0,3.0,265000.0
Ben Arous,Appartement,59.0,1.0,1.0,160000.0
Ben Arous,Appartement,68.0,1.0,2.0,130000.0
Nabeul,Appartement,180.0,3.0,4.0,690000.0
Ariana,Appartement,183.0,2.0,3.0,850000.0
Nabeul,Appartement,77.0,1.0,2.0,190000.0
Nabeul,Appartement,79.0,2.0,2.0,190000.0
Sousse,Appartement,67.0,1.0,1.0,130000.0
Nabeul,Appartement,147.0,2.0,3.0,300000.0
Ariana,Appartement,140.0,1.0,2.0,420000.0
Tunis,Appartement,77.0,1.0,3.0,130000.0
Tunis,Appartement,118.0,1.0,2.0,130000.0
Sousse,Appartement,168.0,1.0,2.0,420000.0
Ben Arous,Appartement,63.0,1.0,1.0,130000.0
Nabeul,Appartement,110.0,1.0,1.0,240000.0
Ariana,Appartement,96.0,2.0,2.0,330000.0
Ariana,Villa,210.0,3.0,5.0,630000.0
Ben Arous,Appartement,110.0,2.0,3.0,200000.0
Nabeul,Appartement,240.0,2.0,3.0,130000.0
Tunis,Appartement,90.0,1.0,2.0,165000.0
Sousse,Appartement,80.0,1.0,2.0,300000.0
Tunis,Appartement,50.0,1.0,1.0,167000.0
Sousse,Appartement,140.0,1.0,3.0,419999.0
Sousse,Appartement,65.0,1.0,2.0,130000.0
Ben Arous,Appartement,80.0,1.0,2.0,135000.0
Ben Arous,Appartement,58.0,1.0,1.0,150000.0
Ben Arous,Appartement,90.0,1.0,1.0,130000.0
Nabeul,Appartement,86.0,1.0,2.0,130000.0
Sousse,Appartement,164.0,1.0,5.0,260000.0
Sousse,Appartement,102.0,2.0,2.0,750000.0
Tunis,Appartement,127.0,1.0,2.0,130000.0
Ariana,Appartement,80.0,1.0,2.0,230000.0
Monastir,Appartement,200.0,2.0,5.0,200000.0
Tunis,Appartement,120.0,1.0,2.0,130000.0
Mahdia,Appartement,89.5,1.0,2.0,179000.0
Bizerte,Appartement,120.0,1.0,2.0,130000.0
Tunis,Appartement,138.0,2.0,3.0,290000.0
Nabeul,Appartement,70.0,1.0,1.0,240000.0
Nabeul,Appartement,68.0,1.0,1.0,247000.0
Nabeul,Appartement,110.0,2.0,3.0,320000.0
Nabeul,Appartement,64.0,1.0,1.0,231000.0
Ariana,Appartement,59.0,1.0,1.0,190000.0
Sousse,Appartement,58.0,1.0,1.0,170000.0
Tunis,Appartement,60.0,1.0,1.0,210000.0
Tunis,Appartement,195.0,2.0,2.0,570000.0
Nabeul,Appartement,69.0,1.0,1.0,130000.0
Monastir,Appartement,75.0,1.0,2.0,130000.0
Tunis,Appartement,140.0,2.0,3.0,300000.0
Ariana,Appartement,117.0,2.0,2.0,130000.0
Tunis,Appartement,50.0,1.0,1.0,169000.0
Tunis,Appartement,90.0,1.0,3.0,130000.0
Tunis,Appartement,220.0,2.0,3.0,780000.0
Ariana,Appartement,100.0,1.0,2.0,249999.0
Ben Arous,Appartement,157.0,2.0,3.0,130000.0
Nabeul,Appartement,122.0,1.0,1.0,355000.0
Nabeul,Appartement,120.0,1.0,2.0,350000.0
Monastir,Appartement,113.0,2.0,2.0,130000.0
Tunis,Appartement,129.0,2.0,2.0,330000.0
Ariana,Appartement,143.0,1.0,2.0,130000.0
Tunis,Appartement,55.0,1.0,2.0,130000.0
Tunis,Appartement,138.0,2.0,2.0,130000.0
Ben Arous,Villa,350.0,3.0,8.0,525000.0
Nabeul,Appartement,119.0,2.0,3.0,440300.0
Tunis,Appartement,110.0,1.0,3.0,130000.0
Sousse,Appartement,80.0,1.0,2.0,230000.0
Tunis,Appartement,165.0,2.0,3.0,550000.0
Nabeul,Villa,358.0,2.0,3.0,750000.0
Ariana,Appartement,56.0,1.0,1.0,240000.0
Ariana,Appartement,69.0,1.0,1.0,239000.0
Ariana,Appartement,120.0,2.0,2.0,396000.0
Tunis,Appartement,160.0,1.0,2.0,158000.0
Tunis,Appartement,130.0,1.0,2.0,309999.0
Tunis,Appartement,140.0,2.0,2.0,130000.0
Ben Arous,Appartement,110.0,1.0,3.0,304000.0
Ariana,Appartement,58.0,1.0,2.0,130000.0
Tunis,Appartement,117.0,1.0,1.0,284998.0
Ariana,Appartement,45.0,1.0,1.0,130000.0
Sousse,Appartement,110.0,2.0,2.0,350000.0
Sousse,Appartement,130.0,2.0,2.0,390000.0
Sousse,Appartement,110.0,1.0,2.0,430000.0
Sousse,Appartement,121.0,1.0,2.0,390000.0
Ariana,Appartement,147.0,2.0,3.0,480000.0
Ariana,Appartement,118.0,2.0,2.0,410000.0
Sousse,Appartement,300.0,2.0,4.0,900000.0
Sousse,Appartement,180.0,1.0,3.0,400000.0
Bizerte,Appartement,100.0,1.0,2.0,135000.0
Nabeul,Appartement,95.0,1.0,2.0,280000.0
Tunis,Appartement,126.0,2.0,3.0,325000.0
Sousse,Appartement,110.0,1.0,1.0,255000.0
Nabeul,Appartement,116.0,1.0,2.0,130000.0
Monastir,Appartement,95.0,1.0,2.0,130000.0
Ariana,Appartement,70.0,1.0,2.0,130000.0
Ariana,Appartement,89.0,1.0,2.0,200000.0
Sousse,Appartement,159.75,2.0,3.0,130000.0
Sfax,Appartement,69.0,1.0,1.0,130000.0
Sousse,Appartement,100.0,2.0,2.0,350000.0
Sousse,Appartement,100.0,1.0,2.0,200000.0
Tunis,Appartement,142.0,2.0,3.0,330000.0
Tunis,Appartement,117.0,2.0,2.0,330000.0
La Manouba,Appartement,93.0,1.0,3.0,150000.0
Sousse,Appartement,110.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,2.0,3.0,130000.0
Ben Arous,Appartement,110.0,1.0,4.0,272000.0
Bizerte,Appartement,108.0,1.0,2.0,130000.0
Nabeul,Appartement,110.0,1.0,4.0,174998.0
Ben Arous,Appartement,124.0,1.0,2.0,130000.0
Bizerte,Appartement,90.0,1.0,3.0,210000.0
Sousse,Appartement,190.0,2.0,2.0,130000.0
Sousse,Appartement,128.0,1.0,3.0,130000.0
Tunis,Appartement,100.0,2.0,2.0,130000.0
Sousse,Appartement,168.0,1.0,2.0,480000.0
Nabeul,Appartement,239.0,2.0,2.0,130000.0
Tunis,Appartement,92.0,1.0,1.0,330000.0
Ariana,Appartement,111.0,1.0,1.0,130000.0
Tunis,Appartement,90.0,1.0,2.0,225000.0
Tunis,Appartement,50.0,1.0,3.0,130000.0
Ben Arous,Appartement,95.0,1.0,2.0,215000.0
Ariana,Appartement,181.31,2.0,3.0,715708.0
Ariana,Appartement,104.97,1.0,2.0,425128.0
Ariana,Appartement,110.0,1.0,1.0,265611.0
Ben Arous,Appartement,120.0,2.0,3.0,130000.0
Ben Arous,Appartement,115.0,1.0,4.0,145000.0
Sousse,Appartement,65.0,1.0,2.0,229000.0
Sfax,Appartement,128.0,1.0,2.0,394998.0
Tunis,Appartement,150.0,2.0,3.0,695000.0
Tunis,Appartement,153.0,2.0,3.0,550000.0
Ben Arous,Appartement,108.0,1.0,2.0,255000.0
Tunis,Appartement,120.0,2.0,3.0,230000.0
Nabeul,Appartement,110.0,2.0,2.0,130000.0
Ariana,Appartement,120.0,2.0,3.0,250000.0
Ben Arous,Appartement,75.0,1.0,2.0,175000.0
Sousse,Appartement,80.0,1.0,2.0,145000.0
Tunis,Appartement,138.0,1.0,1.0,727860.0
Ariana,Appartement,96.0,1.0,2.0,140000.0
Sousse,Appartement,80.0,1.0,2.0,270000.0
Sousse,Appartement,82.0,1.0,1.0,130000.0
Sousse,Appartement,98.0,1.0,3.0,130000.0
Tunis,Appartement,220.0,3.0,4.0,587000.0
Sfax,Villa,160.0,4.0,8.0,250000.0
Tunis,Appartement,60.0,1.0,3.0,170000.0
Ben Arous,Appartement,138.0,1.0,3.0,489000.0
Tunis,Appartement,122.0,1.0,3.0,250000.0
Ben Arous,Appartement,90.0,1.0,2.0,322000.0
Sfax,Appartement,122.0,1.0,2.0,280000.0
Ben Arous,Appartement,69.0,1.0,1.0,231000.0
Tunis,Appartement,100.0,1.0,3.0,250000.0
La Manouba,Appartement,93.0,1.0,3.0,130000.0
Monastir,Appartement,77.0,1.0,1.0,220000.0
Kasserine,Appartement,80.0,1.0,2.0,130000.0
Tunis,Appartement,87.0,1.0,2.0,130000.0
Ariana,Appartement,137.0,2.0,3.0,370000.0
Ariana,Appartement,171.0,2.0,3.0,570000.0
Tunis,Appartement,117.0,1.0,3.0,270000.0
Ariana,Appartement,69.0,1.0,1.0,185000.0
Tunis,Appartement,75.0,1.0,2.0,370000.0
Sousse,Appartement,102.0,2.0,3.0,760000.0
Tunis,Appartement,139.0,2.0,2.0,350000.0
Ariana,Appartement,70.0,1.0,2.0,175000.0
Tunis,Appartement,63.0,1.0,1.0,130000.0
Sousse,Appartement,58.0,1.0,1.0,195000.0
Ben Arous,Appartement,600.0,1.0,3.0,130000.0
Monastir,Appartement,100.0,1.0,2.0,130000.0
Ariana,Appartement,86.0,1.0,2.0,250000.0
Monastir,Appartement,80.0,1.0,2.0,155000.0
Tunis,Appartement,100.0,1.0,3.0,160000.0
Ariana,Appartement,132.0,2.0,3.0,370000.0
Sousse,Villa,200.0,1.0,1.0,275000.0
Tunis,Appartement,53.0,1.0,1.0,240000.0
Tunis,Appartement,90.0,1.0,2.0,195000.0
Tunis,Appartement,45.0,1.0,1.0,130000.0
Sousse,Appartement,120.0,1.0,2.0,335000.0
Ariana,Appartement,250.0,2.0,4.0,1070000.0
Ariana,Appartement,99.0,1.0,3.0,150000.0
Ariana,Appartement,130.0,2.0,3.0,230000.0
Ben Arous,Appartement,90.0,1.0,4.0,130000.0
Tunis,Appartement,92.0,1.0,2.0,215000.0
Tunis,Appartement,40.0,1.0,3.0,130000.0
Sousse,Appartement,65.0,1.0,1.0,130000.0
Tunis,Appartement,124.0,2.0,2.0,280000.0
Ariana,Appartement,90.0,1.0,2.0,135000.0
Tunis,Appartement,100.0,1.0,3.0,145000.0
Ariana,Appartement,110.0,1.0,3.0,130000.0
Tunis,Appartement,136.0,1.0,2.0,130000.0
Ariana,Appartement,104.0,1.0,1.0,365000.0
Sfax,Appartement,120.0,1.0,2.0,130000.0
Ariana,Appartement,170.0,2.0,2.0,525000.0
Jendouba,Appartement,100.0,1.0,2.0,135000.0
Tunis,Appartement,118.0,1.0,2.0,355000.0
Tunis,Appartement,75.0,1.0,3.0,230000.0
Ariana,Appartement,121.0,1.0,2.0,450000.0
Tunis,Appartement,110.0,1.0,2.0,158000.0
Tunis,Appartement,140.0,2.0,3.0,742000.0
Sousse,Appartement,120.0,1.0,2.0,331000.0
Sousse,Appartement,122.0,1.0,2.0,384000.0
Sousse,Appartement,108.0,1.0,2.0,360000.0
Sousse,Appartement,116.0,1.0,2.0,303600.0
Sousse,Appartement,140.0,2.0,3.0,359600.0
Sousse,Appartement,140.0,2.0,2.0,300000.0
Sousse,Appartement,64.0,1.0,1.0,205000.0
Sousse,Appartement,112.0,2.0,2.0,304000.0
Tunis,Appartement,126.0,2.0,3.0,130000.0
Ariana,Appartement,59.0,1.0,1.0,130000.0
Ben Arous,Villa,500.0,2.0,5.0,750000.0
Tunis,Appartement,90.0,1.0,1.0,130000.0
Nabeul,Appartement,126.0,1.0,1.0,130000.0
Ariana,Appartement,128.0,1.0,3.0,350000.0
Ben Arous,Appartement,70.0,2.0,2.0,130000.0
Nabeul,Appartement,50.0,1.0,1.0,130000.0
Tunis,Appartement,40.0,1.0,1.0,130000.0
Nabeul,Appartement,125.0,3.0,3.0,360000.0
Ariana,Appartement,200.0,1.0,3.0,130000.0
Sousse,Appartement,108.0,1.0,2.0,130000.0
Sousse,Appartement,70.0,1.0,1.0,130000.0
Tunis,Appartement,97.0,1.0,1.0,330000.0
Tunis,Appartement,55.0,1.0,3.0,130000.0
Tunis,Appartement,105.0,1.0,2.0,459997.0
Ben Arous,Appartement,90.0,1.0,2.0,150000.0
Ben Arous,Appartement,150.0,1.0,3.0,290000.0
Ariana,Appartement,120.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,1.0,2.0,220000.0
Ben Arous,Appartement,114.0,1.0,2.0,190000.0
Nabeul,Appartement,103.0,2.0,2.0,130000.0
Tunis,Appartement,152.0,2.0,4.0,350000.0
Bizerte,Appartement,93.0,1.0,2.0,170000.0
Ben Arous,Appartement,112.0,1.0,3.0,175000.0
Sousse,Appartement,120.0,1.0,3.0,400000.0
Ariana,Appartement,80.0,1.0,2.0,130000.0
Ben Arous,Appartement,115.0,1.0,2.0,190000.0
Sfax,Appartement,99.0,1.0,2.0,130000.0
Ben Arous,Appartement,110.0,1.0,2.0,150000.0
Sfax,Appartement,86.0,1.0,3.0,130000.0
Tunis,Appartement,150.0,1.0,2.0,2300000.0
Tunis,Appartement,56.0,1.0,1.0,130000.0
Ariana,Appartement,150.0,1.0,2.0,220000.0
Tunis,Appartement,100.0,1.0,2.0,260000.0
Ben Arous,Appartement,117.0,1.0,3.0,149998.0
Monastir,Appartement,105.0,1.0,2.0,234000.0
Sfax,Appartement,107.0,2.0,2.0,130000.0
Tunis,Appartement,137.0,1.0,2.0,345000.0
Tunis,Appartement,154.0,1.0,3.0,340000.0
Ariana,Appartement,129.0,1.0,3.0,370000.0
Ariana,Appartement,235.0,2.0,2.0,750000.0
Ariana,Appartement,178.0,1.0,2.0,440000.0
Ariana,Appartement,170.0,1.0,1.0,540000.0
Sousse,Appartement,126.0,2.0,2.0,320000.0
Ariana,Appartement,130.0,2.0,3.0,360000.0
Tunis,Appartement,49.81,1.0,1.0,174335.0
Sfax,Appartement,85.0,1.0,2.0,197000.0
Mahdia,Appartement,100.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,1.0,4.0,330000.0
Béja,Appartement,100.0,1.0,3.0,180000.0
Sfax,Appartement,148.0,2.0,3.0,130000.0
Kairouan,Villa,182.0,1.0,4.0,220000.0
Kairouan,Appartement,127.0,1.0,2.0,254000.0
Ariana,Villa,160.0,1.0,3.0,350000.0
Ariana,Appartement,140.0,1.0,2.0,392000.0
Ariana,Appartement,173.0,1.0,2.0,418600.0
Ariana,Appartement,151.0,1.0,3.0,387800.0
Ariana,Appartement,194.0,1.0,3.0,498400.0
Tunis,Appartement,150.0,2.0,3.0,360000.0
Tunis,Appartement,130.0,1.0,3.0,345000.0
Bizerte,Appartement,72.0,1.0,2.0,130000.0
Kairouan,Appartement,77.0,1.0,2.0,130000.0
Ariana,Appartement,84.0,2.0,2.0,545000.0
Tunis,Appartement,160.0,2.0,2.0,865000.0
Sfax,Villa,150.0,2.0,2.0,145000.0
Tunis,Appartement,180.0,2.0,4.0,470000.0
Tunis,Appartement,85.0,1.0,2.0,220000.0
Tunis,Appartement,150.0,2.0,2.0,350000.0
Sousse,Appartement,62.0,1.0,1.0,165000.0
Tunis,Appartement,117.0,1.0,2.0,269999.0
Sousse,Appartement,134.0,2.0,2.0,1500000.0
Tunis,Appartement,190.0,1.0,3.0,350000.0
Sousse,Appartement,69.0,1.0,2.0,130000.0
Bizerte,Appartement,140.0,2.0,1.0,220000.0
Ben Arous,Appartement,110.0,1.0,2.0,130000.0
Tunis,Appartement,132.0,2.0,2.0,450000.0
Tunis,Appartement,140.0,2.0,3.0,299000.0
Tunis,Appartement,156.0,2.0,3.0,478000.0
Ariana,Appartement,143.0,2.0,2.0,404000.0
Tunis,Appartement,163.0,2.0,3.0,734000.0
Nabeul,Appartement,80.0,1.0,1.0,325000.0
Tunis,Appartement,78.0,1.0,1.0,240000.0
Tunis,Appartement,80.0,1.0,2.0,230000.0
Sousse,Appartement,80.0,1.0,3.0,130000.0
Ben Arous,Appartement,150.0,1.0,4.0,130000.0
Ben Arous,Appartement,107.0,1.0,2.0,170000.0
Sousse,Appartement,74.0,1.0,2.0,280000.0
Sousse,Appartement,133.0,1.0,3.0,480000.0
Nabeul,Appartement,98.0,1.0,2.0,130000.0
Nabeul,Appartement,80.0,1.0,2.0,130000.0
Sfax,Appartement,96.0,2.0,5.0,159999.0
Ariana,Appartement,110.0,1.0,4.0,190000.0
Tunis,Appartement,140.0,1.0,3.0,315000.0
Tunis,Appartement,100.0,1.0,2.0,270000.0
Ariana,Appartement,136.0,1.0,3.0,340000.0
Ariana,Appartement,132.0,2.0,3.0,130000.0
Tunis,Appartement,177.0,2.0,3.0,748000.0
Ben Arous,Appartement,60.0,1.0,2.0,130000.0
Tunis,Appartement,140.0,1.0,4.0,130000.0
Sfax,Appartement,128.0,1.0,3.0,130000.0
Ben Arous,Appartement,53.0,1.0,1.0,130000.0
Nabeul,Appartement,152.0,1.0,3.0,130000.0
Nabeul,Appartement,90.0,1.0,2.0,169998.0
Ariana,Appartement,135.0,2.0,3.0,638000.0
Ben Arous,Appartement,100.0,1.0,3.0,175000.0
Nabeul,Appartement,233.0,2.0,2.0,130000.0
Tunis,Appartement,74.0,1.0,1.0,320000.0
Tunis,Appartement,70.0,1.0,3.0,130000.0
Tunis,Appartement,120.0,1.0,3.0,520000.0
Ariana,Appartement,135.0,2.0,3.0,130000.0
Ben Arous,Villa,410.0,6.0,6.0,800000.0
Ben Arous,Appartement,110.0,1.0,4.0,250000.0
Ben Arous,Appartement,110.0,1.0,4.0,169000.0
Sfax,Appartement,81.0,1.0,4.0,130000.0
Ariana,Appartement,157.0,2.0,3.0,580000.0
Sousse,Appartement,110.0,1.0,4.0,260000.0
Bizerte,Appartement,200.0,1.0,1.0,250000.0
Ben Arous,Villa,85.0,1.0,2.0,130000.0
Sfax,Appartement,170.0,2.0,3.0,210000.0
La Manouba,Villa,166.0,2.0,3.0,400000.0
Nabeul,Appartement,103.0,1.0,2.0,382000.0
Sousse,Appartement,180.0,2.0,3.0,130000.0
Sousse,Appartement,110.0,1.0,2.0,2300000.0
Sfax,Appartement,67.0,1.0,2.0,130000.0
Bizerte,Appartement,50.0,1.0,1.0,130000.0
Tunis,Appartement,70.0,1.0,1.0,260000.0
Tunis,Appartement,167.0,2.0,3.0,634000.0
Tunis,Appartement,152.0,2.0,2.0,850000.0
Tunis,Appartement,188.0,2.0,3.0,750000.0
Tunis,Appartement,160.0,2.0,3.0,854000.0
Tunis,Appartement,95.0,1.0,2.0,380000.0
Tunis,Appartement,110.0,1.0,3.0,839800.0
Tunis,Appartement,135.0,1.0,2.0,540000.0
Tunis,Appartement,101.0,2.0,2.0,548000.0
Tunis,Appartement,101.0,1.0,2.0,459000.0
Tunis,Appartement,134.0,2.0,3.0,459000.0
Tunis,Appartement,116.0,1.0,2.0,345000.0
Tunis,Appartement,183.0,2.0,3.0,1050000.0
Ariana,Appartement,110.0,1.0,3.0,650000.0
Tunis,Appartement,110.0,1.0,1.0,130000.0
Tunis,Appartement,124.0,2.0,2.0,380000.0
Sousse,Appartement,165.0,2.0,3.0,400000.0
Sousse,Appartement,116.0,1.0,3.0,360000.0
Monastir,Appartement,126.0,1.0,2.0,450000.0
Ben Arous,Appartement,88.0,1.0,1.0,300000.0
Nabeul,Appartement,83.0,1.0,2.0,290000.0
Nabeul,Appartement,104.0,2.0,2.0,343000.0
Nabeul,Appartement,73.7,1.0,2.0,272997.0
Nabeul,Appartement,81.0,1.0,2.0,280998.0
Nabeul,Appartement,62.0,1.0,1.0,236000.0
Tunis,Appartement,140.0,1.0,3.0,300000.0
Bizerte,Appartement,110.0,1.0,3.0,130000.0
Tunis,Appartement,73.0,1.0,1.0,179999.0
Ben Arous,Appartement,90.0,1.0,2.0,145000.0
Tunis,Villa,128.0,1.0,3.0,130000.0
Bizerte,Villa,82.0,1.0,2.0,200000.0
Nabeul,Appartement,123.0,2.0,2.0,250000.0
Sousse,Appartement,100.0,2.0,4.0,220000.0
Sousse,Appartement,150.0,2.0,3.0,220000.0
Ariana,Appartement,140.0,1.0,2.0,175000.0
Tunis,Appartement,207.0,1.0,3.0,1090950.0
Tunis,Appartement,134.0,1.0,3.0,340000.0
Tunis,Appartement,65.0,1.0,1.0,190000.0
Tunis,Appartement,187.0,2.0,2.0,504000.0
Tunis,Appartement,78.0,1.0,1.0,180000.0
Tunis,Appartement,75.0,1.0,1.0,260000.0
Tunis,Appartement,109.0,1.0,2.0,220000.0
Sfax,Villa,80.0,2.0,3.0,130000.0
Sousse,Appartement,110.0,1.0,1.0,460000.0
Nabeul,Appartement,102.0,1.0,2.0,130000.0
Tunis,Appartement,69.0,1.0,2.0,165000.0
Tunis,Appartement,326.0,2.0,4.0,780000.0
Tunis,Appartement,134.0,2.0,3.0,290000.0
Ben Arous,Appartement,75.0,1.0,1.0,130000.0
Sousse,Appartement,90.0,1.0,2.0,200000.0
Tunis,Appartement,108.0,1.0,3.0,130000.0
Tunis,Appartement,118.0,1.0,2.0,330000.0
Tunis,Appartement,266.0,3.0,3.0,760000.0
Tunis,Appartement,150.0,2.0,2.0,980000.0
Tunis,Appartement,111.0,1.0,1.0,720000.0
Tunis,Appartement,107.0,2.0,3.0,300000.0
Ben Arous,Appartement,110.0,2.0,3.0,130000.0
Ariana,Appartement,105.0,1.0,1.0,200000.0
Tunis,Appartement,98.0,1.0,2.0,275000.0
Tunis,Appartement,118.0,1.0,2.0,291000.0
Ariana,Appartement,129.0,2.0,2.0,130000.0
Tunis,Appartement,70.0,1.0,1.0,130000.0
Tunis,Appartement,100.0,2.0,2.0,270000.0
Monastir,Appartement,100.0,2.0,3.0,300000.0
Tunis,Appartement,116.0,1.0,1.0,285000.0
Ben Arous,Appartement,143.0,3.0,3.0,300000.0
Ben Arous,Appartement,110.0,1.0,3.0,250000.0
Ben Arous,Appartement,129.0,1.0,4.0,240000.0
Tunis,Appartement,101.0,1.0,4.0,130000.0
Ariana,Appartement,106.0,1.0,3.0,345000.0
Tunis,Villa,207.0,2.0,6.0,325000.0
Ariana,Appartement,56.0,1.0,1.0,185000.0
